row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Công ty cổ phần Avintech,Công ty cổ phần Avintech,Công ty cổ phần Avintech,45.152.862.903,8.171.659.318,45152862903.0,8171659318.0
Công ty cổ phần Công trình và Thương mại Giao thông Vận tải,Công ty cổ phần Công trình và Thương mại Giao thông Vận tải,Công ty cổ phần Công trình và Thương mại Giao thông Vận tải,11.793.110.348,9.387.844.381,11793110348.0,9387844381.0
Công ty TNHH Kỹ thuật Quản lý bay,Công ty TNHH Kỹ thuật Quản lý bay,Công ty TNHH Kỹ thuật Quản lý bay,10.938.801.115,7.372.741.623,10938801115.0,7372741623.0
Công ty TNHH Phát triển Công nghệ BTK,Công ty TNHH Phát triển Công nghệ BTK,Công ty TNHH Phát triển Công nghệ BTK,8.593.352.775,820.619.000,8593352775.0,820619000.0
Trung tâm Phát triển Quỹ đất Huyện Phú Quốc,Trung tâm Phát triển Quỹ đất Huyện Phú Quốc,Trung tâm Phát triển Quỹ đất Huyện Phú Quốc,8.075.921.665,8.075.921.665,8075921665.0,8075921665.0
Công ty cổ phần Xuất nhập khẩu Hàng không,Công ty cổ phần Xuất nhập khẩu Hàng không,Công ty cổ phần Xuất nhập khẩu Hàng không,8.067.312.000,-,8067312000.0,
Công ty TNHH Thương mại Dịch Vụ Xuất nhập khẩu An Tâm,Công ty TNHH Thương mại Dịch Vụ Xuất nhập khẩu An Tâm,Công ty TNHH Thương mại Dịch Vụ Xuất nhập khẩu An Tâm,7.311.424.200,-,7311424200.0,
Công ty cổ phần Đầu tư Công nghệ PNT Việt Nam,Công ty cổ phần Đầu tư Công nghệ PNT Việt Nam,Công ty cổ phần Đầu tư Công nghệ PNT Việt Nam,7.005.846.399,-,7005846399.0,
Công ty cổ phần Công nghệ Tiên Phong,Công ty cổ phần Công nghệ Tiên Phong,Công ty cổ phần Công nghệ Tiên Phong,6.301.516.499,-,6301516499.0,
Công Ty cổ phần Thiết Bộ Mỹ Kim,Công Ty cổ phần Thiết Bộ Mỹ Kim,Công Ty cổ phần Thiết Bộ Mỹ Kim,6.030.000.000,-,6030000000.0,
Công ty cổ phần Nền Móng và Xây dựng ACC-BVA,Công ty cổ phần Nền Móng và Xây dựng ACC-BVA,Công ty cổ phần Nền Móng và Xây dựng ACC-BVA,6.017.136.589,397.669.116,6017136589.0,397669116.0
Công ty TNHH Thiết Bộ Công Nghiệp Thăng Uy,Công ty TNHH Thiết Bộ Công Nghiệp Thăng Uy,Công ty TNHH Thiết Bộ Công Nghiệp Thăng Uy,5.286.000.000,-,5286000000.0,
Công ty TNHH MTV Thiết kế và Tư vấn Xây dựng Công trình Hàng không ADCC,Công ty TNHH MTV Thiết kế và Tư vấn Xây dựng Công trình Hàng không ADCC,Công ty TNHH MTV Thiết kế và Tư vấn Xây dựng Công trình Hàng không ADCC,4.914.090.048,31.446.092.304,4914090048.0,31446092304.0
Công ty cổ phần Tư vấn Đầu tư và Xây lắp Thắng Long,Công ty cổ phần Tư vấn Đầu tư và Xây lắp Thắng Long,Công ty cổ phần Tư vấn Đầu tư và Xây lắp Thắng Long,4.141.100.583,-,4141100583.0,
Bộ Tư lệnh Quân chủng Phòng không - Không quân,Bộ Tư lệnh Quân chủng Phòng không - Không quân,Bộ Tư lệnh Quân chủng Phòng không - Không quân,770.267.561,7.211.365.000,770267561.0,7211365000.0
Liên danh JFV (JAC-ADPi-NK-OCG),Liên danh JFV (JAC-ADPi-NK-OCG),Liên danh JFV (JAC-ADPi-NK-OCG),-,69.203.888.183,,69203888183.0
Công ty cổ phần Thiết bị và Công nghệ VTG,Công ty cổ phần Thiết bị và Công nghệ VTG,Công ty cổ phần Thiết bị và Công nghệ VTG,-,61.002.980.045,,61002980045.0
"Heerim Architects & Planners Co., Ltd.","Heerim Architects & Planners Co., Ltd.","Heerim Architects & Planners Co., Ltd.",-,22.925.635.988,,22925635988.0
Công ty cổ phần Xây dựng Công trình Hàng không Sáu Bốn Bảy,Công ty cổ phần Xây dựng Công trình Hàng không Sáu Bốn Bảy,Công ty cổ phần Xây dựng Công trình Hàng không Sáu Bốn Bảy,-,18.535.344.431,,18535344431.0
Công ty cổ phần Đầu tư và Xây dựng An Phú,Công ty cổ phần Đầu tư và Xây dựng An Phú,Công ty cổ phần Đầu tư và Xây dựng An Phú,-,15.926.326.496,,15926326496.0
Công ty cổ phần Thăng Long,Công ty cổ phần Thăng Long,Công ty cổ phần Thăng Long,-,13.415.303.268,,13415303268.0
Công ty cổ phần Đầu tư Phát triển Công nghệ AT,Công ty cổ phần Đầu tư Phát triển Công nghệ AT,Công ty cổ phần Đầu tư Phát triển Công nghệ AT,-,11.565.692.398,,11565692398.0
Công ty cổ phần Đầu tư và Phát triển Nhà Hà Nội số 30,Công ty cổ phần Đầu tư và Phát triển Nhà Hà Nội số 30,Công ty cổ phần Đầu tư và Phát triển Nhà Hà Nội số 30,-,6.200.000.000,,6200000000.0
Công ty cổ phần Tập Đoàn CIENCO4,Công ty cổ phần Tập Đoàn CIENCO4,Công ty cổ phần Tập Đoàn CIENCO4,-,4.665.208.037,,4665208037.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,89.159.793.414,86.317.227.953,89159793414.0,86317227953.0
,,,229.558.536.099,382.641.519.206,229558536099.0,382641519206.0
