row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
I. Công trình thuộc sở hữu Tổng Công tya. Mua sắm tài sản cố định,I. Công trình thuộc sở hữu Tổng Công tya. Mua sắm tài sản cố định,I. Công trình thuộc sở hữu Tổng Công tya. Mua sắm tài sản cố định,172.964.473.663,45.299.412.294,172964473663.0,45299412294.0
b. Xây dựng cơ bản,b. Xây dựng cơ bản,b. Xây dựng cơ bản,b. Xây dựng cơ bản,b. Xây dựng cơ bản,,
Xây dựng Cảng hàng không quốc tế Long Thành,b. Xây dựng cơ bản > Xây dựng Cảng hàng không quốc tế Long Thành,Xây dựng Cảng hàng không quốc tế Long Thành,370.005.116.630,18.488.357.001,370005116630.0,18488357001.0
Mở rộng nhà ga quốc tế T2 - Cảng hàng không quốc tế Tân Sơn Nhất,b. Xây dựng cơ bản > Mở rộng nhà ga quốc tế T2 - Cảng hàng không quốc tế Tân Sơn Nhất,Mở rộng nhà ga quốc tế T2 - Cảng hàng không quốc tế Tân Sơn Nhất,14.507.472.911,-,14507472911.0,
Mở rộng sân đồ máy bay - Cảng hàng không quốc tế Cát Bi,b. Xây dựng cơ bản > Mở rộng sân đồ máy bay - Cảng hàng không quốc tế Cát Bi,Mở rộng sân đồ máy bay - Cảng hàng không quốc tế Cát Bi,9.169.690.909,300.000,9169690909.0,300000.0
Đầu tư mở rộng công suất trạm xử lý nước - Cảng hàng không quốc tế Nội Bài,b. Xây dựng cơ bản > Đầu tư mở rộng công suất trạm xử lý nước - Cảng hàng không quốc tế Nội Bài,Đầu tư mở rộng công suất trạm xử lý nước - Cảng hàng không quốc tế Nội Bài,7.196.073.697,1.567.874.216,7196073697.0,1567874216.0
Nhà ga hành khách - Cảng hàng không Thọ Xuân,b. Xây dựng cơ bản > Nhà ga hành khách - Cảng hàng không Thọ Xuân,Nhà ga hành khách - Cảng hàng không Thọ Xuân,7.171.326.410,-,7171326410.0,
Xây dựng nhà ga hành khách T2 - Cảng hàng không quốc tế Vinh,b. Xây dựng cơ bản > Xây dựng nhà ga hành khách T2 - Cảng hàng không quốc tế Vinh,Xây dựng nhà ga hành khách T2 - Cảng hàng không quốc tế Vinh,6.913.062.998,600.000,6913062998.0,600000.0
Xây dựng nhà ga hành khách T2 - Cảng hàng không quốc tế Cát Bi,b. Xây dựng cơ bản > Xây dựng nhà ga hành khách T2 - Cảng hàng không quốc tế Cát Bi,Xây dựng nhà ga hành khách T2 - Cảng hàng không quốc tế Cát Bi,6.912.973.225,600.000,6912973225.0,600000.0
Xây dựng sân đậu máy bay tại vị trí quy hoạch ô đất số 15 - Cảng hàng không quốc tế Nội Bài,b. Xây dựng cơ bản > Xây dựng sân đậu máy bay tại vị trí quy hoạch ô đất số 15 - Cảng hàng không quốc tế Nội Bài,Xây dựng sân đậu máy bay tại vị trí quy hoạch ô đất số 15 - Cảng hàng không quốc tế Nội Bài,-,286.917.275.226,,286917275226.0
"Mở rộng sân đồ máy bay khu 19,79 ha đất quân sự bàn giao tại Cảng hàng không quốc tế Tân Sơn Nhất","b. Xây dựng cơ bản > Mở rộng sân đồ máy bay khu 19,79 ha đất quân sự bàn giao tại Cảng hàng không quốc tế Tân Sơn Nhất","Mở rộng sân đồ máy bay khu 19,79 ha đất quân sự bàn giao tại Cảng hàng không quốc tế Tân Sơn Nhất",-,74.440.618.927,,74440618927.0
Mở rộng sân đậu máy bay phía Bắc đường lăn song song đoạn từ NS đến E6 - Cảng hàng không quốc tế Tân Sơn Nhất,b. Xây dựng cơ bản > Mở rộng sân đậu máy bay phía Bắc đường lăn song song đoạn từ NS đến E6 - Cảng hàng không quốc tế Tân Sơn Nhất,Mở rộng sân đậu máy bay phía Bắc đường lăn song song đoạn từ NS đến E6 - Cảng hàng không quốc tế Tân Sơn Nhất,-,47.042.622.147,,47042622147.0
Mở rộng sân đồ máy bay - Cảng hàng không Liên Khuống,b. Xây dựng cơ bản > Mở rộng sân đồ máy bay - Cảng hàng không Liên Khuống,Mở rộng sân đồ máy bay - Cảng hàng không Liên Khuống,-,19.701.535.038,,19701535038.0
Cải tạo nâng cấp hệ thống bằng chuyển đi quốc tế,b. Xây dựng cơ bản > Cải tạo nâng cấp hệ thống bằng chuyển đi quốc tế,Cải tạo nâng cấp hệ thống bằng chuyển đi quốc tế,-,16.664.326.363,,16664326363.0
Công trình khác,b. Xây dựng cơ bản > Công trình khác,Công trình khác,35.721.145.016,27.104.793.911,35721145016.0,27104793911.0
,,,457.596.861.796,491.928.902.829,457596861796.0,491928902829.0
,,,630.561.335.459,537.228.315.123,630561335459.0,537228315123.0
