row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Số đã trình bày VND,Số trình bày lại VND,Thay đổi VND,numeric__Mã số,numeric__Số đã trình bày VND,numeric__Số trình bày lại VND,numeric__Thay đổi VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,16.142.028.856.535,16.144.450.291.705,2.421.435.170,1.0,16142028856535.0,16144450291705.0,2421435170.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,48.925.751.234,18.064.056.201,(30.861.695.033),2.0,48925751234.0,18064056201.0,-30861695033.0
Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,11,8.363.615.847.853,8.341.818.698.045,(21.797.149.808),11.0,8363615847853.0,8341818698045.0,-21797149808.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,306.173.746.235,340.121.610.771,33.947.864.536,25.0,306173746235.0,340121610771.0,33947864536.0
Chi phí khác,Chi phí khác,Chi phí khác,32,27.484.180.487,20.546.019.298,(6.938.161.189),32.0,27484180487.0,20546019298.0,-6938161189.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,7.447.536.474.048,7.475.607.050.712,28.070.576.664,50.0,7447536474048.0,7475607050712.0,28070576664.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,1.437.260.802.237,1.442.874.917.570,5.614.115.333,51.0,1437260802237.0,1442874917570.0,5614115333.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,6.028.301.019.385,6.050.757.480.716,22.456.461.331,60.0,6028301019385.0,6050757480716.0,22456461331.0
