row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 240.059.540.676 > 240.443.632.763 > 1.375.362.667.640 > 13.143.735.338.953,Số đầu nămVND > 150.932.824.856 > 248.644.534.998 > 1.238.478.897.074 > 13.556.237.239.218,numeric__Số cuối nămVND > 240.059.540.676 > 240.443.632.763 > 1.375.362.667.640 > 13.143.735.338.953,numeric__Số đầu nămVND > 150.932.824.856 > 248.644.534.998 > 1.238.478.897.074 > 13.556.237.239.218
,,,14.999.601.180.032,15.194.293.496.146,14999601180032.0,15194293496146.0
Trừ: số phải trả trong vòng 12 tháng(trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(trình bày ở phần vay ngắn hạn),240.059.540.676,150.932.824.856,240059540676.0,150932824856.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,14.759.541.639.356,15.043.360.671.290,14759541639356.0,15043360671290.0
