row_label_raw,row_label_full,col_0,"Quỹ khen thưởng,phúc lợi",Quỹ thuốngBan điều hành,Tổng,"numeric__Quỹ khen thưởng,phúc lợi",numeric__Quỹ thuốngBan điều hành,numeric__Tổng
,,,VND,VND,VND,,,
Số đầu năm,Số đầu năm,Số đầu năm,428.410.552.573,2.787.749.976,431.198.302.549,428410552573.0,2787749976.0,431198302549.0
Tăng từ lợi nhuận,Tăng từ lợi nhuận,Tăng từ lợi nhuận,277.486.565.000,148.680.000,277.635.245.000,277486565000.0,148680000.0,277635245000.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(696.505.268.818),(2.936.429.976),(699.441.698.794),-696505268818.0,-2936429976.0,-699441698794.0
Số cuối năm,Số cuối năm,Số cuối năm,9.391.848.755,-,9.391.848.755,9391848755.0,,9391848755.0
