row_label_raw,row_label_full,col_0,31/12/2018,31/12/2017,numeric__31/12/2018,numeric__31/12/2017
,,,Triệu VND,Triệu VND,,
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,124.552,119.958,124552.0,119958.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,60.190,7.238,60190.0,7238.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",8.778,36.957,8778.0,36957.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,15.921,109.034,15921.0,109034.0
"- Các khoản phải trả về XDCB, mua sắm TSCĐ","- Các khoản phải trả về XDCB, mua sắm TSCĐ","- Các khoản phải trả về XDCB, mua sắm TSCĐ",754,58.729,754.0,58729.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,217,361,217.0,361.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,5.090,-,5090.0,
- Các khoản chờ thanh toán khác,- Các khoản chờ thanh toán khác,- Các khoản chờ thanh toán khác,9.860,49.944,9860.0,49944.0
,,,209.441,273.187,209441.0,273187.0
