row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017,numeric__Năm 2018,numeric__Năm 2017
,,,Triệu VND,Triệu VND,,
1. Lợi nhuận trước thuế TNDNCác khoản mục điều chỉnh:,1. Lợi nhuận trước thuế TNDNCác khoản mục điều chỉnh:,1. Lợi nhuận trước thuế TNDNCác khoản mục điều chỉnh:,840.072,728.347,840072.0,728347.0
"Trừ:- Cổ tức, lợi nhuận được chia","Trừ:- Cổ tức, lợi nhuận được chia","Trừ:- Cổ tức, lợi nhuận được chia",(25.350),(14.690),-25350.0,-14690.0
2. Thu nhập chịu thuế,2. Thu nhập chịu thuế,2. Thu nhập chịu thuế,(25.350),(14.690),-25350.0,-14690.0
3. Thuế suất thuế TNDN,3. Thuế suất thuế TNDN,3. Thuế suất thuế TNDN,814.722,713.657,814722.0,713657.0
4. Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hành (= Thu nhập chịu thuế x Thuế suất thuế TNDN),4. Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hành (= Thu nhập chịu thuế x Thuế suất thuế TNDN),4. Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hành (= Thu nhập chịu thuế x Thuế suất thuế TNDN),20%,20%,0.2,0.2
4. Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hành (= Thu nhập chịu thuế x Thuế suất thuế TNDN),4. Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hành (= Thu nhập chịu thuế x Thuế suất thuế TNDN),4. Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hành (= Thu nhập chịu thuế x Thuế suất thuế TNDN),162.945,142.731,162945.0,142731.0
Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,162.945,142.731,162945.0,142731.0
- Thuế TNDN phải nộp đầu năm,- Thuế TNDN phải nộp đầu năm,- Thuế TNDN phải nộp đầu năm,5.830,50.861,5830.0,50861.0
- Thuế TNDN đã nộp trong năm,- Thuế TNDN đã nộp trong năm,- Thuế TNDN đã nộp trong năm,(117.151),(187.762),-117151.0,-187762.0
Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,51.624,5.830,51624.0,5830.0
32 . Tiền và các khoản tương đương tiền,32 . Tiền và các khoản tương đương tiền,32 . Tiền và các khoản tương đương tiền,32 . Tiền và các khoản tương đương tiền,32 . Tiền và các khoản tương đương tiền,,
,,,31/12/2018,31/12/2017,,
,,,Triệu VND,Triệu VND,,
Tiền mặt và các khoản tương đương tiền tại quỹ,32 . Tiền và các khoản tương đương tiền > Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,460.262,503.429,460262.0,503429.0
Tiền gửi tại Ngân hàng Nhà nước,32 . Tiền và các khoản tương đương tiền > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,512.340,483.537,512340.0,483537.0
Tiền gửi tại các TCTD khác (gồm không kỳ hạn và có kỳ hạn không quá 03 tháng),32 . Tiền và các khoản tương đương tiền > Tiền gửi tại các TCTD khác (gồm không kỳ hạn và có kỳ hạn không quá 03 tháng),Tiền gửi tại các TCTD khác (gồm không kỳ hạn và có kỳ hạn không quá 03 tháng),10.449.234,10.455.270,10449234.0,10455270.0
Cho vay các tổ chức tín dụng khác có thời gian thu hồi không quá 03 tháng kể từ ngày kết thúc năm tài chính,32 . Tiền và các khoản tương đương tiền > Cho vay các tổ chức tín dụng khác có thời gian thu hồi không quá 03 tháng kể từ ngày kết thúc năm tài chính,Cho vay các tổ chức tín dụng khác có thời gian thu hồi không quá 03 tháng kể từ ngày kết thúc năm tài chính,377.000,2.669.675,377000.0,2669675.0
Chứng khoán có thời hạn thu hồi hoặc đáo hạn không quá 03 tháng kể từ ngày kết thúc năm tài chính,32 . Tiền và các khoản tương đương tiền > Chứng khoán có thời hạn thu hồi hoặc đáo hạn không quá 03 tháng kể từ ngày kết thúc năm tài chính,Chứng khoán có thời hạn thu hồi hoặc đáo hạn không quá 03 tháng kể từ ngày kết thúc năm tài chính,900.445,1.215.166,900445.0,1215166.0
,,,12.699.281,15.327.077,12699281.0,15327077.0
