row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm > Tăng trong năm > Tăng vốn trong năm (i) > Lợi nhuận tăng trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (ii) > Giảm trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),Vốn góp/Vốn điều lệ > Triệu VND > 5.000.000 > 500.000 > -,Thặng dư vốn cổ phần > Triệu VND > 7.398 > -,Quỹ Đầu tư phát triển > Triệu VND > 564 > -,Quỹ Dự phòng tài chính > Triệu VND > 211.196 > 58.562 > - > 58.562 > -,Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 100.412 > 29.281 > - > 29.281 > -,Lợi nhuận sau thuế > Triệu VND > 1.048.708 > 677.128 > - > 677.128 > - > (557.212) > (95.163),Cộng > Triệu VND > 6.368.278 > 1.264.971 > 500.000 > 677.128 > 87.843 > (557.212) > (95.163),numeric__Vốn góp/Vốn điều lệ > Triệu VND > 5.000.000 > 500.000 > -,numeric__Thặng dư vốn cổ phần > Triệu VND > 7.398 > -,numeric__Quỹ Đầu tư phát triển > Triệu VND > 564 > -,numeric__Quỹ Dự phòng tài chính > Triệu VND > 211.196 > 58.562 > - > 58.562 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 100.412 > 29.281 > - > 29.281 > -,numeric__Lợi nhuận sau thuế > Triệu VND > 1.048.708 > 677.128 > - > 677.128 > - > (557.212) > (95.163),numeric__Cộng > Triệu VND > 6.368.278 > 1.264.971 > 500.000 > 677.128 > 87.843 > (557.212) > (95.163)
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,-,-,-,(462.049),(462.049),,,,,,-462049.0,-462049.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.500.000,7.398,564,269.758,129.693,1.168.624,7.076.037,5500000.0,7398.0,564.0,269758.0,129693.0,1168624.0,7076037.0
