row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017,numeric__Năm 2018,numeric__Năm 2017
,,,Triệu VND,Triệu VND,,
Thu phí dịch vụ,Thu phí dịch vụ,Thu phí dịch vụ,92.275,75.554,92275.0,75554.0
- Dịch vụ thanh toán,- Dịch vụ thanh toán,- Dịch vụ thanh toán,24.165,24.976,24165.0,24976.0
- Dịch vụ ngân quỹ,- Dịch vụ ngân quỹ,- Dịch vụ ngân quỹ,531,511,531.0,511.0
- Dịch vụ ủy thác và đại lý,- Dịch vụ ủy thác và đại lý,- Dịch vụ ủy thác và đại lý,1.615,4.157,1615.0,4157.0
- Dịch vụ tư vấn,- Dịch vụ tư vấn,- Dịch vụ tư vấn,59.128,34.736,59128.0,34736.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,6.836,11.174,6836.0,11174.0
Chi phí dịch vụ liên quan,Chi phí dịch vụ liên quan,Chi phí dịch vụ liên quan,(24.254),(17.246),-24254.0,-17246.0
- Dịch vụ thanh toán,- Dịch vụ thanh toán,- Dịch vụ thanh toán,(7.458),(6.838),-7458.0,-6838.0
- Dịch vụ ngân quỹ,- Dịch vụ ngân quỹ,- Dịch vụ ngân quỹ,(2.722),(1.856),-2722.0,-1856.0
- Dịch vụ ủy thác và đại lý,- Dịch vụ ủy thác và đại lý,- Dịch vụ ủy thác và đại lý,(6.843),(3.202),-6843.0,-3202.0
- Dịch vụ tư vấn,- Dịch vụ tư vấn,- Dịch vụ tư vấn,(6.573),(1.416),-6573.0,-1416.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,(658),(3.934),-658.0,-3934.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,68.021,58.308,68021.0,58308.0
