row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
200,200,200,TÀI SẢN DÀI HẠN,,4.698.189.856.997,3.598.141.497.834,,,4698189856997.0,3598141497834.0
210,210,210,Khoản phải thu dài hạn,,1.337.705.464,1.337.705.464,,,1337705464.0,1337705464.0
216,216,216,Phải thu dài hạn khác,,1.337.705.464,1.337.705.464,,,1337705464.0,1337705464.0
220,220,220,Tài sản cố định,,1.492.249.399.009,1.778.617.518.906,,,1492249399009.0,1778617518906.0
221,221,221,Tài sản cố định hữu hình,12(a),1.273.734.170.176,1.551.455.034.305,,,1273734170176.0,1551455034305.0
222,222,222,Nguyên giá,,4.744.283.044.315,4.816.575.386.498,,,4744283044315.0,4816575386498.0
223,223,223,Giá trị khấu hao lũy kế,,(3.470.548.874.139),(3.265.120.352.193),,,-3470548874139.0,-3265120352193.0
227,227,227,Tài sản cố định vô hình,12(b),218.515.228.833,227.162.484.601,,,218515228833.0,227162484601.0
228,228,228,Nguyên giá,,283.878.135.808,283.878.135.808,,,283878135808.0,283878135808.0
229,229,229,Giá trị khấu hao lũy kế,,(65.362.906.975),(56.715.651.207),,,-65362906975.0,-56715651207.0
240,240,240,Tài sản dở dang dài hạn,,141.670.693.061,207.764.101.772,,,141670693061.0,207764101772.0
242,242,242,Chi phí xây dựng cơ bản dở dang,13,141.670.693.061,207.764.101.772,,13.0,141670693061.0,207764101772.0
250,250,250,Đầu tư tài chính dài hạn,,3.000.618.000.000,1.279.491.155.000,,,3000618000000.0,1279491155000.0
251,251,251,Đầu tư vào công ty con,4(b),2.999.970.000.000,754.970.000.000,,,2999970000000.0,754970000000.0
255,255,255,Đầu tư nấm giữ đến ngày đáo hạn,4(a),648.000.000,524.521.155.000,,,648000000.0,524521155000.0
260,260,260,Tài sản dài hạn khác,,62.314.059.463,330.931.016.692,,,62314059463.0,330931016692.0
261,261,261,Chi phí trả trước dài hạn,11(b),62.314.059.463,330.931.016.692,,,62314059463.0,330931016692.0
270,270,270,TỔNG TÀI SẢN,,13.423.190.060.095,13.318.983.743.543,,,13423190060095.0,13318983743543.0
