row_label_raw,row_label_full,col_0,col_1,2025VND,2024VND,numeric__col_1,numeric__2025VND,numeric__2024VND
(v),(v),(v),Góp vốn (Thuyết minh 4(b)),Góp vốn (Thuyết minh 4(b)),Góp vốn (Thuyết minh 4(b)),,,
(v),(v) > (v),(v),Công ty TNHH Tôn Nam Kim Phú Mỹ,2.200.000.000.000,-,,2200000000000.0,
(v),(v) > (v),(v),Công ty Cổ phần Thương mại Dịch vụ Vận tải Nam Thành Phát,45.000.000.000,-,,45000000000.0,
(v),(v) > (v),(v),,2.245.000.000.000,-,,2245000000000.0,
(vi),(vi),(vi),Chuyển giao chi phí dự án (Thuyết minh 13),Chuyển giao chi phí dự án (Thuyết minh 13),Chuyển giao chi phí dự án (Thuyết minh 13),,,
(vi),(vi) > (vi),(vi),Công ty TNHH Tôn Nam Kim Phú Mỹ,34.668.454.545,-,,34668454545.0,
(vii),(vii),(vii),Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,,,
(vii),(vii) > (vii),(vii),Ông Hồ Minh Quang - Chủ tịch Hội đồng Quản trị Hoàn ứng,-,(5.000.000.000),,,-5000000000.0
(vii),(vii) > (vii),(vii),Bà Nguyễn Thị Ngọc Liên - Phó Tổng Giám Đốc Tăng tạm ứng,1.303.466.190,1.023.900.000,,1303466190.0,1023900000.0
(vii),(vii) > (vii),(vii),Hoàn ứng,(1.258.417.390),(1.054.900.000),,-1258417390.0,-1054900000.0
(vii),(vii) > (vii),(vii),Công ty TNHH Dae Myung Paper Việt Nam Chi hộ,1.170.000.000,950.000.000,,1170000000.0,950000000.0
(vii),(vii),(vii),Công ty TNHH MTV Ông thép Nam Kim Chu Lai,Công ty TNHH MTV Ông thép Nam Kim Chu Lai,Công ty TNHH MTV Ông thép Nam Kim Chu Lai,,,
(vii),(vii) > (vii),(vii),Đi mượn,13.000.000.000,-,,13000000000.0,
(vii),(vii) > (vii),(vii),Trả tiền mượn,(100.000.000),-,,-100000000.0,
(vii),(vii) > (vii),(vii),Trả lại khoản phải trả khác,(13.334.305.280),-,,-13334305280.0,
