row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
300,300,300,NỘ PHẢI TRẢ,,5.986.889.639.871,7.617.379.392.260,,,5986889639871.0,7617379392260.0
310,310,310,Nợ ngắn hạn,,5.985.989.639.871,7.616.479.392.260,,,5985989639871.0,7616479392260.0
311,311,311,Phải trả người bán ngắn hạn,14,953.853.799.710,843.906.341.945,,14.0,953853799710.0,843906341945.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,189.054.703.853,77.296.579.174,,15.0,189054703853.0,77296579174.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,16(b),102.489.626.673,180.086.218.318,,,102489626673.0,180086218318.0
314,314,314,Phải trả người lao động,17,19.856.452.069,34.862.136.122,,17.0,19856452069.0,34862136122.0
315,315,315,Chi phí phải trả ngắn hạn,18,14.139.549.779,32.446.273.717,,18.0,14139549779.0,32446273717.0
319,319,319,Phải trả ngắn hạn khác,19,24.869.864.061,24.159.458.057,,19.0,24869864061.0,24159458057.0
320,320,320,Vay ngắn hạn,20,4.551.019.974.477,6.311.656.122.900,,20.0,4551019974477.0,6311656122900.0
322,322,322,"Quỹ khen thưởng, phúc lợi",21,130.705.669.249,112.066.262.027,,21.0,130705669249.0,112066262027.0
330,330,330,Nợ dài hạn,,900.000.000,900.000.000,,,900000000.0,900000000.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
400,400,400,VỐN CHỦ SỞ HỮU,,7.436.300.420.224,5.701.604.351.283,,,7436300420224.0,5701604351283.0
410,410,410,Vốn chủ sở hữu,,7.436.300.420.224,5.701.604.351.283,,,7436300420224.0,5701604351283.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",4.475.708.810.000,3.159.319.780.000,,,4475708810000.0,3159319780000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.475.708.810.000,3.159.319.780.000,,,4475708810000.0,3159319780000.0
412,412,412,Thặng dư vốn cổ phần,23,522.361.358.279,259.365.552.279,,23.0,522361358279.0,259365552279.0
418,418,418,Quỹ đầu tư phát triển,23,205.291.630.465,191.701.386.132,,23.0,205291630465.0,191701386132.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,23,98.500.233.213,89.440.070.324,,23.0,98500233213.0,89440070324.0
421,421,421,Lợi nhuận sau thuế (“LNST”)chưa phân phối,23,2.134.438.388.267,2.001.777.562.548,,23.0,2134438388267.0,2001777562548.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.951.632.739.423,1.545.714.269.587,,,1951632739423.0,1545714269587.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,182.805.648.844,456.063.292.961,,,182805648844.0,456063292961.0
440,440,440,TỔNG NGUỒN VỐN,,13.423.190.060.095,13.318.983.743.543,,,13423190060095.0,13318983743543.0
