row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,14.774.653.435.560,20.661.909.458.301,,,14774653435560.0,20661909458301.0
02,02,02,Các khoản giảm trừ doanh thu,,(80.720.325.035),(80.959.799.594),,,-80720325035.0,-80959799594.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,14.693.933.110.525,20.580.949.658.707,,25.0,14693933110525.0,20580949658707.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,(13.950.587.158.979),(18.763.690.324.964),,26.0,-13950587158979.0,-18763690324964.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,743.345.951.546,1.817.259.333.743,,,743345951546.0,1817259333743.0
21,21,21,Doanh thu hoạt động tài chính,27,215.471.512.777,343.902.266.311,,27.0,215471512777.0,343902266311.0
22,22,22,Chi phí tài chính,28,(310.731.386.570),(477.017.181.148),,28.0,-310731386570.0,-477017181148.0
23,23,23,- Trong đó: Chi phí lãi vay,,(218.605.226.759),(207.761.366.091),,,-218605226759.0,-207761366091.0
25,25,25,Chi phí bán hàng,29,(432.242.546.511),(1.017.423.640.564),,29.0,-432242546511.0,-1017423640564.0
26,26,26,Chi phí quản lý doanh nghiệp,30,(101.186.073.720),(104.710.686.178),,30.0,-101186073720.0,-104710686178.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,114.657.457.522,562.010.092.164,,,114657457522.0,562010092164.0
31,31,31,Thu nhập khác,,116.982.101.606,2.131.682.075,,,116982101606.0,2131682075.0
32,32,32,Chi phí khác,,(2.456.438.340),(1.396.151.480),,,-2456438340.0,-1396151480.0
40,40,40,Lợi nhuận khác,31,114.525.663.266,735.530.595,,31.0,114525663266.0,735530595.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,229.183.120.788,562.745.622.759,,,229183120788.0,562745622759.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,32,(46.377.471.944),(106.682.329.798),,32.0,-46377471944.0,-106682329798.0
52,52,52,Thuế TNDN hoãn lại,32,-,-,,32.0,,
60,60,60,Lợi nhuận sau thuế TNDN,,182.805.648.844,456.063.292.961,,,182805648844.0,456063292961.0
