row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phân mềm vi tính VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phân mềm vi tính VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Tại ngày 1 tháng 1 năm 2025 và ngày 31 tháng 12 năm 2025,Nguyên giá > Tại ngày 1 tháng 1 năm 2025 và ngày 31 tháng 12 năm 2025,Tại ngày 1 tháng 1 năm 2025 và ngày 31 tháng 12 năm 2025,273.972.359.808,9.905.776.000,283.878.135.808,273972359808.0,9905776000.0,283878135808.0
Giá trị khẩu hao lũy kế,Giá trị khẩu hao lũy kế,Giá trị khẩu hao lũy kế,Giá trị khẩu hao lũy kế,Giá trị khẩu hao lũy kế,Giá trị khẩu hao lũy kế,,,
Tại ngày 1 tháng 1 năm 2025,Giá trị khẩu hao lũy kế > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,49.795.206.762,6.920.444.445,56.715.651.207,49795206762.0,6920444445.0,56715651207.0
Khấu hao trong năm,Giá trị khẩu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,7.154.589.990,1.492.665.778,8.647.255.768,7154589990.0,1492665778.0,8647255768.0
Tại ngày 31 tháng 12 năm 2025,Giá trị khẩu hao lũy kế > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,56.949.796.752,8.413.110.223,65.362.906.975,56949796752.0,8413110223.0,65362906975.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày 1 tháng 1 năm 2025,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,224.177.153.046,2.985.331.555,227.162.484.601,224177153046.0,2985331555.0,227162484601.0
Tại ngày 31 tháng 12 năm 2025,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,217.022.563.056,1.492.665.777,218.515.228.833,217022563056.0,1492665777.0,218515228833.0
