row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kê toán trước thuế,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG KINH DOANH > 01 Lợi nhuận kê toán trước thuế,01 Lợi nhuận kê toán trước thuế,,229.183.120.788,562.745.622.759,,229183120788.0,562745622759.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,
"02 Khấu hao tài sản cố định (""TSCĐ"")","Điều chỉnh cho các khoản: > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",,338.413.043.785,347.744.089.335,,338413043785.0,347744089335.0
03 Các khoản (hoàn nhập dự phòng)/dự phòng,Điều chỉnh cho các khoản: > 03 Các khoản (hoàn nhập dự phòng)/dự phòng,03 Các khoản (hoàn nhập dự phòng)/dự phòng,,(17.191.380.020),880.407.937,,-17191380020.0,880407937.0
04 (Lãi/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,Điều chỉnh cho các khoản: > 04 (Lãi/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04 (Lãi/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,,(124.966.378),35.110.279.363,,-124966378.0,35110279363.0
05 Lãi từ hoạt động đầu tư,Điều chỉnh cho các khoản: > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,,(208.300.283.706),(32.456.144.571),,-208300283706.0,-32456144571.0
06 Chi phí lãi vay,Điều chỉnh cho các khoản: > 06 Chi phí lãi vay,06 Chi phí lãi vay,,218.605.226.759,207.761.366.091,,218605226759.0,207761366091.0
08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Điều chỉnh cho các khoản: > 08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,560.584.761.228,1.121.785.620.914,,560584761228.0,1121785620914.0
09 Giảm các khoản phải thu,Điều chỉnh cho các khoản: > 09 Giảm các khoản phải thu,09 Giảm các khoản phải thu,,83.734.165.572,254.995.770.473,,83734165572.0,254995770473.0
10 Giảm/(tăng) hàng tồn kho,Điều chỉnh cho các khoản: > 10 Giảm/(tăng) hàng tồn kho,10 Giảm/(tăng) hàng tồn kho,,1.583.310.686.693,(925.341.975.190),,1583310686693.0,-925341975190.0
11 Tăng/(giảm) các khoản phải trả,Điều chỉnh cho các khoản: > 11 Tăng/(giảm) các khoản phải trả,11 Tăng/(giảm) các khoản phải trả,,172.605.061.919,(774.821.792.638),,172605061919.0,-774821792638.0
12 Tăng chi phí trả trước,Điều chỉnh cho các khoản: > 12 Tăng chi phí trả trước,12 Tăng chi phí trả trước,,(1.719.067.660),(17.192.261.758),,-1719067660.0,-17192261758.0
13 Giảm chứng khoán kinh doanh,Điều chỉnh cho các khoản: > 13 Giảm chứng khoán kinh doanh,13 Giảm chứng khoán kinh doanh,,9.353.176,-,,9353176.0,
14 Tiền lãi vay đã trả,Điều chỉnh cho các khoản: > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(219.492.325.905),(203.839.484.242),,-219492325905.0,-203839484242.0
15 Tiền thuê TNDN đã nộp,Điều chỉnh cho các khoản: > 15 Tiền thuê TNDN đã nộp,15 Tiền thuê TNDN đã nộp,,(106.984.057.543),(53.374.624.491),,-106984057543.0,-53374624491.0
17 Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản: > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(8.559.987.237),(7.232.698.000),,-8559987237.0,-7232698000.0
