row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),,,,
Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Công ty con,Cho mượn,24.908.579.364,21.000.000,,,24908579364.0,21000000.0
Ông Mai Hữu Tín,Phải thu ngắn hạn khác (tiếp theo) > Ông Mai Hữu Tín,Ông Mai Hữu Tín,Bên liên quan,Chi hộ,227.380.995,-,,,227380995.0,
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Chi hộ,109.970.300,83.273.100,,,109970300.0,83273100.0
Công ty Cổ phần Bao bì Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Chi hộ,54.303.700,51.955.100,,,54303700.0,51955100.0
Công ty Cổ phần Lâm sản Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Lâm sản Trường Thành,Công ty Cổ phần Lâm sản Trường Thành,Công ty con,Chi hộ,2.000.000,-,,,2000000.0,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Lãi cho vay,-,1.002.099.652,,,,1002099652.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Chi hộ,-,41.955.100,,,,41955100.0
Công ty Cổ phần Trường Thành Xanh,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Chi hộ,-,103.546.200,,,,103546200.0
Công ty Cổ phần Lâm nghiệp Trường Thành Đắk Nông,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Lâm nghiệp Trường Thành Đắk Nông,Công ty Cổ phần Lâm nghiệp Trường Thành Đắk Nông,Công ty con (đã giải thể),Chi hộ,-,62.273.100,,,,62273100.0
Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Công ty con (đã giải thể),Chi hộ,-,62.273.100,,,,62273100.0
,,,,,136.333.834.319,113.235.459.585,,,136333834319.0,113235459585.0
