row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,,911.426.434.111,1.303.807.788.028,,,911426434111.0,1303807788028.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,(276.229.139),,,,-276229139.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,911.426.434.111,1.303.531.558.889,,241.0,911426434111.0,1303531558889.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(1.049.972.260.967),(1.061.459.597.495),,25.0,-1049972260967.0,-1061459597495.0
20,20,20,5. (Lỗ) lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,(138.545.826.856),242.071.961.394,,,-138545826856.0,242071961394.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,14.127.863.692,33.148.595.371,,242.0,14127863692.0,33148595371.0
22,22,22,7. Chi phí tài chính,26,(133.453.739.053),(131.906.703.254),,26.0,-133453739053.0,-131906703254.0
23,23,23,- Trong đó: Chi phí lãi vay,,(81.392.864.162),(127.266.071.877),,,-81392864162.0,-127266071877.0
25,25,25,8. Chi phí bán hàng,27,(11.352.309.087),(8.611.664.337),,27.0,-11352309087.0,-8611664337.0
26,26,26,9. Chi phí quản lý doanh nghiệp,28,(564.856.005.454),(81.923.231.935),,28.0,-564856005454.0,-81923231935.0
30,30,30,10. (Lỗ) lợi nhuận thuần từ hoạt động kinh doanh,,(834.080.016.758),52.778.957.239,,,-834080016758.0,52778957239.0
31,31,31,11. Thu nhập khác,29,142.761.957.168,2.803.684.070,,29.0,142761957168.0,2803684070.0
32,32,32,12. Chi phí khác,29,(8.662.997.044),(20.426.705.321),,29.0,-8662997044.0,-20426705321.0
40,40,40,13. Lợi nhuận (lỗ) khác,29,134.098.960.124,(17.623.021.251),,29.0,134098960124.0,-17623021251.0
50,50,50,14. Tổng (lỗ) lợi nhuận kế toán trước thuế,,(699.981.056.634),35.155.935.988,,,-699981056634.0,35155935988.0
51,51,51,15. Chi phí thuế TNDN hiện hành,31,-,-,,31.0,,
60,60,60,16. (Lỗ) lợi nhuận sau thuế TNDN,,(699.981.056.634),35.155.935.988,,,-699981056634.0,35155935988.0
