row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Bán hàng,151.186.429.028,56.826.118.852,,,151186429028.0,56826118852.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Bán hàng,41.571.182.699,4.571.753.413,,,41571182699.0,4571753413.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Bán hàng,11.255.207.357,11.212.710.509,,,11255207357.0,11212710509.0
Công ty Cổ phần Vật liệu Xây dựng Trường Thành- Phước An,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vật liệu Xây dựng Trường Thành- Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành- Phước An,Công ty con,Bán hàng,1.592.246.302,1.592.246.302,,,1592246302.0,1592246302.0
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Bán hàng,266.625.800,-,,,266625800.0,
Công ty Cổ phần Lâm Nghiệp Trường Thành Đắk Nông,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Lâm Nghiệp Trường Thành Đắk Nông,Công ty Cổ phần Lâm Nghiệp Trường Thành Đắk Nông,Công ty con (đã giải thể),Bán hàng,-,195.806.154,,,,195806154.0
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con (đã giải thể),Bán hàng,-,16.560.023.727,,,,16560023727.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Bán hàng,-,38.958.652,,,,38958652.0
,,,,,205.871.691.186,90.997.617.609,,,205871691186.0,90997617609.0
