row_label_raw,row_label_full,Tên công ty,Số cuối năm > Tỷ lệ sở hữu %,Số cuối năm > Giá gốc VND,Số cuối năm > Dự phòng VND,Số cuối năm > Giá trị còn lại VND,Số đầu năm > Tỷ lệ sở hữu %,Số đầu năm > Giá gốc VND,Số đầu năm > Dự phòng VND,Số đầu năm > Giá trị còn lại VND,Địa điểm,Ngành nghề kinh doanh,numeric__Số cuối năm > Tỷ lệ sở hữu %,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số cuối năm > Giá trị còn lại VND,numeric__Số đầu năm > Tỷ lệ sở hữu %,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Dự phòng VND,numeric__Số đầu năm > Giá trị còn lại VND,numeric__Địa điểm,numeric__Ngành nghề kinh doanh
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,"51,00",94.930.473.000,(2.477.167.333),92.453.305.667,"51,00",94.930.473.000,(4.861.353.882),90.069.119.118,Phú Yên,Trồng rừng,51.0,94930473000.0,-2477167333.0,92453305667.0,51.0,94930473000.0,-4861353882.0,90069119118.0,,
Công ty Cổ phần Bao bì Trưởng Thành,Công ty Cổ phần Bao bì Trưởng Thành,Công ty Cổ phần Bao bì Trưởng Thành,"43,76",2.000.000.000,(716.274.099),1.283.725.901,"43,76",2.000.000.000,(1.457.792.042),542.207.958,TP. HCM Đồng Nai,Bao bì Bát động sân,43.76,2000000000.0,-716274099.0,1283725901.0,43.76,2000000000.0,-1457792042.0,542207958.0,,
Công ty Cổ phần Phú Hữu Gia (*),Công ty Cổ phần Phú Hữu Gia (*),Công ty Cổ phần Phú Hữu Gia (*),-,-,-,-,"26,74",52.680.000.000,(2.437.794.770),50.242.205.230,TP. HCM Đồng Nai,Bao bì Bát động sân,,,,,26.74,52680000000.0,-2437794770.0,50242205230.0,,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành (**),Công ty Cổ phần Nông Lâm nghiệp Trường Thành (**),Công ty Cổ phần Nông Lâm nghiệp Trường Thành (**),-,-,-,-,"26,59",23.525.000.000,(1.930.276.559),21.594.723.441,Đắk Nông,Trồng rừng,,,,,26.59,23525000000.0,-1930276559.0,21594723441.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,96.930.473.000,(3.193.441.432),93.737.031.568,,173.135.473.000,(10.687.217.253),162.448.255.747,,,,96930473000.0,-3193441432.0,93737031568.0,,173135473000.0,-10687217253.0,162448255747.0,,
