row_label_raw,row_label_full,col_0,Vốn cổ phần,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tưphát triển,Lỗ lũy kế,Tổng cộng,numeric__Vốn cổ phần,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tưphát triển,numeric__Lỗ lũy kế,numeric__Tổng cộng
Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,,,,,,
Số đầu năm,Năm trước: > Số đầu năm,Số đầu năm,1.446.078.400.000,63.750.862.467,(552.965.000),16.176.475.297,(1.427.009.227.765),98.443.544.999,1446078400000.0,63750862467.0,-552965000.0,16176475297.0,-1427009227765.0,98443544999.0
Lợi nhuận thuần trong năm,Năm trước: > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,35.155.935.988,35.155.935.988,,,,,35155935988.0,35155935988.0
Phát hành cổ phiếu,Năm trước: > Phát hành cổ phiếu,Phát hành cổ phiếu,700.000.000.000,(143.000.000),-,-,-,699.857.000.000,700000000000.0,-143000000.0,,,,699857000000.0
Số cuối năm,Năm trước: > Số cuối năm,Số cuối năm,2.146.078.400.000,63.607.862.467,(552.965.000),16.176.475.297,(1.391.853.291.777),833.456.480.987,2146078400000.0,63607862467.0,-552965000.0,16176475297.0,-1391853291777.0,833456480987.0
Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,,,,,,
Số đầu năm,Năm nay: > Số đầu năm,Số đầu năm,2.146.078.400.000,63.607.862.467,(552.965.000),16.176.475.297,(1.391.853.291.777),833.456.480.987,2146078400000.0,63607862467.0,-552965000.0,16176475297.0,-1391853291777.0,833456480987.0
Lỗ thuần trong năm,Năm nay: > Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,-,(699.981.056.634),(699.981.056.634),,,,,-699981056634.0,-699981056634.0
Số cuối năm,Năm nay: > Số cuối năm,Số cuối năm,2.146.078.400.000,63.607.862.467,(552.965.000),16.176.475.297,(2.091.834.348.411),133.475.424.353,2146078400000.0,63607862467.0,-552965000.0,16176475297.0,-2091834348411.0,133475424353.0
