row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,518.495.975.708,(97.146.384.224),658.650.670.057,(46.749.212.201),518495975708.0,-97146384224.0,658650670057.0,-46749212201.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.170.119.605,-,1.976.348.938,-,1170119605.0,,1976348938.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,205.336.387.667,(47.182.371.499),247.004.103.322,(18.083.357.794),205336387667.0,-47182371499.0,247004103322.0,-18083357794.0
Chi phí dở dang hàng sản xuất,Chi phí dở dang hàng sản xuất,Chi phí dở dang hàng sản xuất,88.616.657.682,(32.879.379.670),78.073.357.674,(1.730.539.353),88616657682.0,-32879379670.0,78073357674.0,-1730539353.0
Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,72.090.338.076,(7.857.899.920),74.435.701.010,(4.852.818.441),72090338076.0,-7857899920.0,74435701010.0,-4852818441.0
"Chi phí trồng rừng tại Huyện Krông Pắk, Tĩnh Đắk Lắk","Chi phí trồng rừng tại Huyện Krông Pắk, Tĩnh Đắk Lắk","Chi phí trồng rừng tại Huyện Krông Pắk, Tĩnh Đắk Lắk",44.629.391.909,(6.445.091.909),60.995.044.638,-,44629391909.0,-6445091909.0,60995044638.0,
Bất động sản,Bất động sản,Bất động sản,-,-,33.500.000.000,(11.500.000.000),,,33500000000.0,-11500000000.0
Thành phẩm,Thành phẩm,Thành phẩm,99.996.413.303,(55.416.643.474),110.817.961.838,(4.730.277.756),99996413303.0,-55416643474.0,110817961838.0,-4730277756.0
Hàng hóa,Hàng hóa,Hàng hóa,15.635.119.371,(13.231.205.906),36.099.844.735,(1.390.386.764),15635119371.0,-13231205906.0,36099844735.0,-1390386764.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,840.634.015.654,(212.976.605.103),1.054.548.928.890,(70.953.234.515),840634015654.0,-212976605103.0,1054548928890.0,-70953234515.0
