row_label_raw,row_label_full,col_0,Mã số,Tại ngày01/01/2024VND > (Được báo cáo lại),Tại ngày31/12/2023VND > (Đã được báo cáo trước đây),numeric__Mã số,numeric__Tại ngày01/01/2024VND > (Được báo cáo lại),numeric__Tại ngày31/12/2023VND > (Đã được báo cáo trước đây)
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,4.269.991.947.348,4.186.262.556.283,230.0,4269991947348.0,4186262556283.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,(2.314.998.250.967),(2.398.727.642.032),232.0,-2314998250967.0,-2398727642032.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,262.778.238.349,261.325.965.622,312.0,262778238349.0,261325965622.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,199.149.982.920,200.602.255.647,318.0,199149982920.0,200602255647.0
Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,870.411.976.670,786.682.585.605,333.0,870411976670.0,786682585605.0
