row_label_raw,row_label_full,col_0,Tại ngày 31/12/2024VND,Tại ngày 31/12/2024VND_1,Tại ngày 31/12/2024VND_2,Tại ngày 01/01/2024VND,Tại ngày 01/01/2024VND_1,Tại ngày 01/01/2024VND_2,numeric__Tại ngày 31/12/2024VND,numeric__Tại ngày 31/12/2024VND_1,numeric__Tại ngày 31/12/2024VND_2,numeric__Tại ngày 01/01/2024VND,numeric__Tại ngày 01/01/2024VND_1,numeric__Tại ngày 01/01/2024VND_2
,,,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"39,72%",112.000.000.000,75.056.094.856,"39,72%",112.000.000.000,76.533.760.594,0.3972,112000000000.0,75056094856.0,0.3972,112000000000.0,76533760594.0
Công ty Cổ phần BOT 319 Cường Thuận CTI,Đầu tư vào công ty liên kết: > Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần BOT 319 Cường Thuận CTI,"19,58%",60.750.000.000,48.043.438.678,"19,58%",60.750.000.000,46.139.361.475,0.19579999999999997,60750000000.0,48043438678.0,0.19579999999999997,60750000000.0,46139361475.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,38.263.398.655,"40,00%",33.436.575.595,39.206.657.550,0.4,33436575595.0,38263398655.0,0.4,33436575595.0,39206657550.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"36,00%",21.578.551.008,42.871.751.240,"36,00%",21.578.551.008,40.974.822.431,0.36,21578551008.0,42871751240.0,0.36,21578551008.0,40974822431.0
Công ty Cổ phần Xây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",9.432.951.811,10.302.648.349,"40,00%",10.886.379.679,10.244.080.758,0.4,9432951811.0,10302648349.0,0.4,10886379679.0,10244080758.0
Công ty Cổ phần Sơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,"30,01%",10.295.294.400,20.084.135.661,"30,01%",10.295.294.400,19.295.208.454,0.30010000000000003,10295294400.0,20084135661.0,0.30010000000000003,10295294400.0,19295208454.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Công ty Cổ phần Dịch vụ Cảng Đồng Nai,"22,95%",13.500.000.000,14.959.528.123,"22,95%",13.500.000.000,15.029.731.228,0.22949999999999998,13500000000.0,14959528123.0,0.22949999999999998,13500000000.0,15029731228.0
Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,"23,04%",7.800.368.003,19.672.049.566,"23,04%",7.800.368.003,18.427.584.414,0.2304,7800368003.0,19672049566.0,0.2304,7800368003.0,18427584414.0
Công ty Cổ phần Cảng Long Thành,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,"15,30%",1.665.000.000,6.251.158.471,"15,30%",1.665.000.000,5.714.380.685,0.153,1665000000.0,6251158471.0,0.153,1665000000.0,5714380685.0
Công ty Cổ phần Sonadezi Giang Điền (*),Đầu tư vào công ty liên kết: > Công ty Cổ phần Sonadezi Giang Điền (*),Công ty Cổ phần Sonadezi Giang Điền (*),"46,45%",255.000.000.000,421.599.165.247,,-,-,0.4645,255000000000.0,421599165247.0,,,
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,,525.458.740.817,697.103.368.846,,271.912.168.685,271.565.587.589,,525458740817.0,697103368846.0,,271912168685.0,271565587589.0
