row_label_raw,row_label_full,col_0,Tại ngày 01/01/2024VND > Giá trị,Tại ngày 01/01/2024VND > Số có khả năngtrả nợ,Trong nămVND > Tăng,Trong nămVND > Giảm,Tại ngày 31/12/2024VND > Giá trị,Tại ngày 31/12/2024VND > Số có khả năngtrả nợ,numeric__Tại ngày 01/01/2024VND > Giá trị,numeric__Tại ngày 01/01/2024VND > Số có khả năngtrả nợ,numeric__Trong nămVND > Tăng,numeric__Trong nămVND > Giảm,numeric__Tại ngày 31/12/2024VND > Giá trị,numeric__Tại ngày 31/12/2024VND > Số có khả năngtrả nợ
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,,,
Vay ngân hàng,Ngắn hạn: > Vay ngân hàng,Vay ngân hàng,1.224.978.339.216,1.224.978.339.216,1.936.219.525.322,2.146.471.697.615,1.014.726.166.923,1.014.726.166.923,1224978339216.0,1224978339216.0,1936219525322.0,2146471697615.0,1014726166923.0,1014726166923.0
Trái phiếu (*),Ngắn hạn: > Trái phiếu (*),Trái phiếu (*),100.000.000.000,100.000.000.000,200.000.000.000,100.000.000.000,200.000.000.000,200.000.000.000,100000000000.0,100000000000.0,200000000000.0,100000000000.0,200000000000.0,200000000000.0
Cộng,Ngắn hạn: > Cộng,Cộng,1.324.978.339.216,1.324.978.339.216,2.136.219.525.322,2.246.471.697.615,1.214.726.166.923,1.214.726.166.923,1324978339216.0,1324978339216.0,2136219525322.0,2246471697615.0,1214726166923.0,1214726166923.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,,,,,
Vay ngân hàng,Dài hạn: > Vay ngân hàng,Vay ngân hàng,3.291.254.276.824,3.291.254.276.824,488.485.513.779,982.358.095.419,2.797.381.695.184,2.797.381.695.184,3291254276824.0,3291254276824.0,488485513779.0,982358095419.0,2797381695184.0,2797381695184.0
Trái phiếu (*),Dài hạn: > Trái phiếu (*),Trái phiếu (*),199.398.000.000,199.398.000.000,602.000.000,200.000.000.000,-,-,199398000000.0,199398000000.0,602000000.0,200000000000.0,,
Cộng,Dài hạn: > Cộng,Cộng,3.490.652.276.824,3.490.652.276.824,489.087.513.779,1.182.358.095.419,2.797.381.695.184,2.797.381.695.184,3490652276824.0,3490652276824.0,489087513779.0,1182358095419.0,2797381695184.0,2797381695184.0
Tổng cộng,Dài hạn: > Tổng cộng,Tổng cộng,4.815.630.616.040,4.815.630.616.040,2.625.307.039.101,3.428.829.793.034,4.012.107.862.107,4.012.107.862.107,4815630616040.0,4815630616040.0,2625307039101.0,3428829793034.0,4012107862107.0,4012107862107.0
