row_label_raw,row_label_full,col_0,Tại ngày31/12/2024VND,Tại ngày01/01/2024VND,numeric__Tại ngày31/12/2024VND,numeric__Tại ngày01/01/2024VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Phải trả tiền hợp tác đầu tư dự ánkhu dân cư Hữu Phước,Ngắn hạn: > Phải trả tiền hợp tác đầu tư dự ánkhu dân cư Hữu Phước,Phải trả tiền hợp tác đầu tư dự ánkhu dân cư Hữu Phước,242.657.698.930,248.914.879.692,242657698930.0,248914879692.0
"Nhận ký quỹ, ký cược","Ngắn hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",88.922.025.655,169.917.753.294,88922025655.0,169917753294.0
"Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai -Chi phí giải phòng mặt bằng huyện Vĩnh CửuCổ tức, lợi nhuận phải trả","Ngắn hạn: > Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai -Chi phí giải phòng mặt bằng huyện Vĩnh CửuCổ tức, lợi nhuận phải trả","Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai -Chi phí giải phòng mặt bằng huyện Vĩnh CửuCổ tức, lợi nhuận phải trả",47.382.461.015,47.382.461.015,47382461015.0,47382461015.0
"Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai -Chi phí giải phòng mặt bằng huyện Vĩnh CửuCổ tức, lợi nhuận phải trả","Ngắn hạn: > Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai -Chi phí giải phòng mặt bằng huyện Vĩnh CửuCổ tức, lợi nhuận phải trả","Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai -Chi phí giải phòng mặt bằng huyện Vĩnh CửuCổ tức, lợi nhuận phải trả",6.678.287.684,7.362.666.934,6678287684.0,7362666934.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",55.852.100.446,54.402.765.277,55852100446.0,54402765277.0
Cộng,Ngắn hạn: > Cộng,Cộng,441.492.573.730,527.980.526.212,441492573730.0,527980526212.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
"Nhận ký quỹ, ký cược","Dài hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",141.044.690.447,190.418.835.860,141044690447.0,190418835860.0
"Cổ tức, lợi nhuận phải trả","Dài hạn: > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",71.552.096.981,74.114.780.235,71552096981.0,74114780235.0
"Các khoản phải trả, phải nộp khác","Dài hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",37.878.681.101,39.011.933.656,37878681101.0,39011933656.0
Cộng,Dài hạn: > Cộng,Cộng,250.475.468.529,303.545.549.751,250475468529.0,303545549751.0
