row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,Tại ngày 31/12/2024,Tại ngày 01/01/2024,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 01/01/2024
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,10.194.363.922.794,13.205.352.479.611,300.0,,10194363922794.0,13205352479611.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,3.877.260.752.630,3.864.575.705.395,310.0,,3877260752630.0,3864575705395.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,4.13,589.157.407.351,786.789.252.101,311.0,413.0,589157407351.0,786789252101.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,4.14,790.470.044.372,262.778.238.349,312.0,414.0,790470044372.0,262778238349.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,4.15,117.058.119.782,140.660.631.448,313.0,415.0,117058119782.0,140660631448.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,4.16,197.818.377.111,157.713.936.173,314.0,416.0,197818377111.0,157713936173.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,4.17,138.875.351.229,189.034.094.817,315.0,417.0,138875351229.0,189034094817.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,4.18,128.174.899.081,199.149.982.920,318.0,418.0,128174899081.0,199149982920.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,4.19,441.492.573.730,527.980.526.212,319.0,419.0,441492573730.0,527980526212.0
8. Vay ngắn hạn,8. Vay ngắn hạn,8. Vay ngắn hạn,320,4.20,1.214.726.166.923,1.324.978.339.216,320.0,420.0,1214726166923.0,1324978339216.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,,20.848.298.136,15.113.198.136,321.0,,20848298136.0,15113198136.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,4.21,238.639.514.915,260.377.506.023,322.0,421.0,238639514915.0,260377506023.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,6.317.103.170.164,9.340.776.774.216,330.0,,6317103170164.0,9340776774216.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,,20.692.516.442,23.251.913.192,332.0,,20692516442.0,23251913192.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,4.17,936.338.999.945,870.411.976.670,333.0,417.0,936338999945.0,870411976670.0
3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,336,4.18,2.309.003.113.307,4.650.236.252.591,336.0,418.0,2309003113307.0,4650236252591.0
4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,337,4.19,250.475.468.529,303.545.549.751,337.0,419.0,250475468529.0,303545549751.0
5. Vay dài hạn,5. Vay dài hạn,5. Vay dài hạn,338,4.20,2.797.381.695.184,3.490.652.276.824,338.0,420.0,2797381695184.0,3490652276824.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,,3.211.376.757,2.678.805.188,342.0,,3211376757.0,2678805188.0
