row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ > Ngân hàng TMCP Đại chúng Việt Nam > Ngân hàng TMCP Quốc dân (trước đây là Ngân hàng TMCP Nam Việt),Số cuối năm > 339.424.463.600 > 30.436.202.400 > 9.690.135.000 > 320.000.000.000 > 88.676.673.317,"Lãi suất > 10,5%/năm > 9,2%/năm > 11% - điều chỉnh 6 tháng 1 lần","Kỳ hạn trả gốc và lãi > Gốc vay và lãi trả vào ngày 6 tháng 2 năm 2020. Lãi vay được trả vào ngày 25 cuối mỗi quý > Gốc trả 6 tháng một lần từ ngày 25 tháng 7 năm 2016, lãi vay trả vào ngày 25 cuối quý > Gốc trả 6 tháng một lần, lãi vay trả 3 tháng 1 lần kể từ ngày 27 tháng 2 năm 2017 > Ngày 31 tháng 12 năm 2017 > Trả nợ gốc 6 tháng 1 lần trong vòng 5 lần kể từ ngày 1 tháng 8 năm 2016","Hình thức đảm bảo > Cơ sở hạ tầng và các tài sản khác gắn liền với đất, hình thành trong tương lai tại KCN Tráng Duệ II với diện tích là 214,02 ha. Tất cả khoản thu nhập, lợi tức, lợi ích, quyền tài sản phát sinh từ các giao dịch nhằm kinh doanh cơ sở hạ tầng, đất của Dự án, liên quan đến Quyền sử dụng đất và tài sản gắn liền với đất. > Nhà xưởng lô L tại khu công nghiệp Quế Võ, các tài sản khác gắn liền với đất hình thành trong tương lai tại lô L và các quyền tài sản phát sinh từ các hợp đồng kinh tế (hợp đồng cho thuê/bản nhà xưởng lô L). > Toàn bộ tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 100ha giai đoạn 1 KCN Nam Sơn – Hạp Lĩnh và các quyền tài sản phát sinh từ các hợp đồng kinh tế phát sinh từ các giao dịch nhằm kinh doanh CSHT, đất và tài sản gắn liền với đất của 100ha giai đoạn 1 KCN Nam Sơn – Hạp Lĩnh. > Giá trị tài sản hình thành trong tương lai của 120 ha Khu công nghiệp Quang Châu. > Giá trị quyền sử dụng đất lô B1, B2, B4, B5, B6 KCN Tân Phú Trung.",numeric__Số cuối năm > 339.424.463.600 > 30.436.202.400 > 9.690.135.000 > 320.000.000.000 > 88.676.673.317,"numeric__Lãi suất > 10,5%/năm > 9,2%/năm > 11% - điều chỉnh 6 tháng 1 lần","numeric__Kỳ hạn trả gốc và lãi > Gốc vay và lãi trả vào ngày 6 tháng 2 năm 2020. Lãi vay được trả vào ngày 25 cuối mỗi quý > Gốc trả 6 tháng một lần từ ngày 25 tháng 7 năm 2016, lãi vay trả vào ngày 25 cuối quý > Gốc trả 6 tháng một lần, lãi vay trả 3 tháng 1 lần kể từ ngày 27 tháng 2 năm 2017 > Ngày 31 tháng 12 năm 2017 > Trả nợ gốc 6 tháng 1 lần trong vòng 5 lần kể từ ngày 1 tháng 8 năm 2016","numeric__Hình thức đảm bảo > Cơ sở hạ tầng và các tài sản khác gắn liền với đất, hình thành trong tương lai tại KCN Tráng Duệ II với diện tích là 214,02 ha. Tất cả khoản thu nhập, lợi tức, lợi ích, quyền tài sản phát sinh từ các giao dịch nhằm kinh doanh cơ sở hạ tầng, đất của Dự án, liên quan đến Quyền sử dụng đất và tài sản gắn liền với đất. > Nhà xưởng lô L tại khu công nghiệp Quế Võ, các tài sản khác gắn liền với đất hình thành trong tương lai tại lô L và các quyền tài sản phát sinh từ các hợp đồng kinh tế (hợp đồng cho thuê/bản nhà xưởng lô L). > Toàn bộ tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 100ha giai đoạn 1 KCN Nam Sơn – Hạp Lĩnh và các quyền tài sản phát sinh từ các hợp đồng kinh tế phát sinh từ các giao dịch nhằm kinh doanh CSHT, đất và tài sản gắn liền với đất của 100ha giai đoạn 1 KCN Nam Sơn – Hạp Lĩnh. > Giá trị tài sản hình thành trong tương lai của 120 ha Khu công nghiệp Quang Châu. > Giá trị quyền sử dụng đất lô B1, B2, B4, B5, B6 KCN Tân Phú Trung."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,788.227.474.317,,,,788227474317.0,,,
Trong đó- Vay dài hạn đến hạn trả- Vay dài hạn,Trong đó- Vay dài hạn đến hạn trả- Vay dài hạn,Trong đó- Vay dài hạn đến hạn trả- Vay dài hạn,63.134.195.903725.093.278.414,,,,6.313419590372509e+22,,,
