row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,,,,
- Công ty Cổ phần Đầu tư Trường Phát,Phải trả cho người bán > - Công ty Cổ phần Đầu tư Trường Phát,- Công ty Cổ phần Đầu tư Trường Phát,11.760.407.600,11.760.407.600,9.559.539.000,9.559.539.000,11760407600.0,11760407600.0,9559539000.0,9559539000.0
- Công ty Cổ phần Vận Tài và Xây dựng Trung Tiến,Phải trả cho người bán > - Công ty Cổ phần Vận Tài và Xây dựng Trung Tiến,- Công ty Cổ phần Vận Tài và Xây dựng Trung Tiến,9.363.043.000,9.363.043.000,-,-,9363043000.0,9363043000.0,,
- Công Ty Cổ phần Đầu tư Vận tải Xây dựng An Phú Đông,Phải trả cho người bán > - Công Ty Cổ phần Đầu tư Vận tải Xây dựng An Phú Đông,- Công Ty Cổ phần Đầu tư Vận tải Xây dựng An Phú Đông,7.648.481.000,7.648.481.000,-,-,7648481000.0,7648481000.0,,
- Công ty Cổ phần Xây dựng và Thương Mai Vĩnh Tường,Phải trả cho người bán > - Công ty Cổ phần Xây dựng và Thương Mai Vĩnh Tường,- Công ty Cổ phần Xây dựng và Thương Mai Vĩnh Tường,6.857.177.800,6.857.177.800,-,-,6857177800.0,6857177800.0,,
- Công ty TNHH Xây Dụng và Cơ Điện HPN,Phải trả cho người bán > - Công ty TNHH Xây Dụng và Cơ Điện HPN,- Công ty TNHH Xây Dụng và Cơ Điện HPN,5.064.630.000,5.064.630.000,-,-,5064630000.0,5064630000.0,,
- Công ty TNHH BlueScope Buildings Việt Nam,Phải trả cho người bán > - Công ty TNHH BlueScope Buildings Việt Nam,- Công ty TNHH BlueScope Buildings Việt Nam,4.870.800.000,4.870.800.000,4.365.000.000,4.365.000.000,4870800000.0,4870800000.0,4365000000.0,4365000000.0
- Các nhà cung cấp khác,Phải trả cho người bán > - Các nhà cung cấp khác,- Các nhà cung cấp khác,68.105.338.540,68.105.338.540,62.977.867.642,62.977.867.642,68105338540.0,68105338540.0,62977867642.0,62977867642.0
Phải trả các bên liên quan (Thuyết minh số 28),Phải trả cho người bán > Phải trả các bên liên quan (Thuyết minh số 28),Phải trả các bên liên quan (Thuyết minh số 28),109.340.000,109.340.000,90.860.000,90.860.000,109340000.0,109340000.0,90860000.0,90860000.0
TỔNG CỘNG,Phải trả cho người bán > TỔNG CỘNG,TỔNG CỘNG,113.779.217.940,113.779.217.940,76.993.266.642,76.993.266.642,113779217940.0,113779217940.0,76993266642.0,76993266642.0
