row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty tạm ứng,82.397.476.856,17.826.349.000,,82397476856.0,17826349000.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty nhận hoàn ứng,59.101.585.400,18.289.115.088,,59101585400.0,18289115088.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty trả gốc vay dài hạn,3.849.163.882,29.287.707.175,,3849163882.0,29287707175.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty nhận nợ vay dài hạn,-,33.136.871.057,,,33136871057.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Thanh toán phí lắp đặt hệ thống Video Conference,-,1.485.599.500,,,1485599500.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty cho vay,5.000.000.000,-,,5000000000.0,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Công ty tạm ứng,45.000.000,-,,45000000.0,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Công ty nhận hoàn ứng,516.560.600,-,,516560600.0,
