row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.972.459.422.710,1.434.851.916.992,1972459422710.0,1434851916992.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu cho thuê đất và cơ sở hạ tầng (*),Trong đó: > Doanh thu cho thuê đất và cơ sở hạ tầng (*),Doanh thu cho thuê đất và cơ sở hạ tầng (*),1.632.119.603.325,1.129.432.395.238,1632119603325.0,1129432395238.0
Doanh thu chuyển nhượng dự án,Trong đó: > Doanh thu chuyển nhượng dự án,Doanh thu chuyển nhượng dự án,218.749.608.000,-,218749608000.0,
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải",112.611.140.009,72.587.991.438,112611140009.0,72587991438.0
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",8.979.071.376,8.145.578.316,8979071376.0,8145578316.0
Doanh thu bán nhà xưởng,Trong đó: > Doanh thu bán nhà xưởng,Doanh thu bán nhà xưởng,-,224.685.952.000,,224685952000.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Hàng bán trả lại,Hàng bán trả lại,Hàng bán trả lại,-,-,,
Doanh thu thuần,Hàng bán trả lại > Doanh thu thuần,Doanh thu thuần,1.972.459.422.710,1.434.851.916.992,1972459422710.0,1434851916992.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,1.972.459.422.710,1.434.851.916.992,1972459422710.0,1434851916992.0
Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,-,-,,
