row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (i),Ngắn hạn > - Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (i),- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (i),4.000.000.000,-,4000000000.0,
- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (iii),Ngắn hạn > - Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (iii),- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (iii),6.992.700.000,-,6992700000.0,
- Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > - Công ty Cổ phần Du lịch Sài Gòn,- Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
- Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,Ngắn hạn > - Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,- Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,300.000.000,300.000.000,300000000.0,300000000.0
- Phải thu các công ty khác,Ngắn hạn > - Phải thu các công ty khác,- Phải thu các công ty khác,1.799.720.000,2.599.720.000,1799720000.0,2599720000.0
Phải thu cho vay các bên liên quan (Thuyết minh số 28),Ngắn hạn > Phải thu cho vay các bên liên quan (Thuyết minh số 28),Phải thu cho vay các bên liên quan (Thuyết minh số 28),14.145.208.333,9.100.000.000,14145208333.0,9100000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,27.737.628.333,12.499.720.000,27737628333.0,12499720000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (ii),Dài hạn > - Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (ii),- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam (ii),50.000.000.000,-,50000000000.0,
- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (iii),Dài hạn > - Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (iii),- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (iii),-,6.992.700.000,,6992700000.0
- Ban Quản lý Dư án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),Dài hạn > - Ban Quản lý Dư án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),- Ban Quản lý Dư án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),700.000.000,700.000.000,700000000.0,700000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,50.700.000.000,7.692.700.000,50700000000.0,7692700000.0
