row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,1.972.459.422.710,1.434.851.916.992,,221.0,1972459422710.0,1434851916992.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,-,-,,221.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,1.972.459.422.710,1.434.851.916.992,,221.0,1972459422710.0,1434851916992.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(865.066.256.541),(861.405.092.161),,23.0,-865066256541.0,-861405092161.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.107.393.166.169,573.446.824.831,,,1107393166169.0,573446824831.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,39.040.775.675,317.123.475.612,,222.0,39040775675.0,317123475612.0
22,22,22,7. Chi phí tài chính,24,(99.196.167.198),(41.370.870.831),,24.0,-99196167198.0,-41370870831.0
23,23,23,Trong đó: Chi phí lãi vay,,(81.656.871.847),(89.987.678.791),,,-81656871847.0,-89987678791.0
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",14.1,21.563.032.459,9.590.181.448,,141.0,21563032459.0,9590181448.0
25,25,25,9. Chi phí bán hàng,25,(33.213.420.747),(34.887.804.923),,25.0,-33213420747.0,-34887804923.0
26,26,26,10. Chi phí quản lý doanh nghiệp,25,(120.944.497.683),(92.999.002.177),,25.0,-120944497683.0,-92999002177.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,914.642.888.675,730.902.803.960,,,914642888675.0,730902803960.0
31,31,31,12. Thu nhập khác,,7.248.211.456,1.328.307.512,,,7248211456.0,1328307512.0
32,32,32,13. Chi phí khác,,(529.554.284),(2.255.982.547),,,-529554284.0,-2255982547.0
40,40,40,14. Lợi nhuận/(lỗ) khác,,6.718.657.172,(927.675.035),,,6718657172.0,-927675035.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,921.361.545.847,729.975.128.925,,,921361545847.0,729975128925.0
51,51,51,16. Chi phí thuế TNDN hiện hành,27.1,(104.958.126.654),(113.881.512.091),,271.0,-104958126654.0,-113881512091.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,27.3,(105.118.422.552),(14.031.161.477),,273.0,-105118422552.0,-14031161477.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,711.284.996.641,602.062.455.357,,,711284996641.0,602062455357.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,557.370.239.809,611.910.605.619,,,557370239809.0,611910605619.0
62,62,62,20. Lợi nhuận sau thuế/(lỗ) của cổ đông không kiểm soát,,153.914.756.832,(9.848.150.262),,,153914756832.0,-9848150262.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,29,1.186,1.316,,29.0,1186.0,1316.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,29,1.186,1.316,,29.0,1186.0,1316.0
