row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,1.647.016.977.702,1.650.688.560.966,,,1647016977702.0,1650688560966.0
210,210,210,I. Các khoản phải thu dài hạn,,303.757.985.548,355.625.579.821,,,303757985548.0,355625579821.0
211,211,211,1. Phải thu dài hạn của khách hàng,6.1,211.863.915.704,332.305.529.704,,61.0,211863915704.0,332305529704.0
215,215,215,2. Phải thu về cho vay dài hạn,7,50.700.000.000,7.692.700.000,,7.0,50700000000.0,7692700000.0
216,216,216,3. Phải thu dài hạn khác,8,41.194.069.844,15.627.350.117,,8.0,41194069844.0,15627350117.0
220,220,220,II. Tài sản cố định,,124.169.252.984,141.005.430.934,,,124169252984.0,141005430934.0
221,221,221,1. Tài sản cố định hữu hình,10,124.169.252.984,141.005.430.934,,10.0,124169252984.0,141005430934.0
222,222,222,Nguyên giá,,276.423.569.953,268.169.967.655,,,276423569953.0,268169967655.0
223,223,223,Giá trị hao mòn lũy kế,,(152.254.316.969),(127.164.536.721),,,-152254316969.0,-127164536721.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giá,,72.075.500,72.075.500,,,72075500.0,72075500.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(72.075.500),(72.075.500),,,-72075500.0,-72075500.0
230,227 > 230,230,III. Bất động sản đầu tư,11,86.624.808.469,20.415.184.100,,11.0,86624808469.0,20415184100.0
231,227 > 231,231,1. Nguyên giá,,95.837.051.999,27.405.394.467,,,95837051999.0,27405394467.0
232,227 > 232,232,2. Giá trị hao mòn lũy kế,,(9.212.243.530),(6.990.210.367),,,-9212243530.0,-6990210367.0
240,227 > 240,240,IV. Tài sản dở dang dài hạn,,234.360.537.258,234.900.661.548,,,234360537258.0,234900661548.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,12,234.360.537.258,234.900.661.548,,12.0,234360537258.0,234900661548.0
250,227 > 250,250,V. Đầu tư tài chính dài hạn,14,893.138.424.665,892.602.719.246,,14.0,893138424665.0,892602719246.0
252,227 > 252,252,"1. Đầu tư vào các công ty liên doanh, liên kết",14.1,484.351.368.341,462.788.335.881,,141.0,484351368341.0,462788335881.0
253,227 > 253,253,2. Đầu tư góp vốn vào đơn vị khác,14.2,448.500.200.000,452.867.200.000,,142.0,448500200000.0,452867200000.0
254,227 > 254,254,3. Dự phòng đầu tư tài chính dài hạn,,(39.713.143.676),(23.052.816.635),,,-39713143676.0,-23052816635.0
260,227 > 260,260,VI. Tài sản dài hạn khác,,4.965.968.778,6.138.985.317,,,4965968778.0,6138985317.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,,4.965.968.778,6.138.985.317,,,4965968778.0,6138985317.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,14.657.547.795.899,13.653.707.159.630,,,14657547795899.0,13653707159630.0
