row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
400,400,400,D. VỐN CHỦ SỞ HỮU,,8.621.089.984.484,8.036.004.987.843,,,8621089984484.0,8036004987843.0
410,410,410,I. Vốn chủ sở hữu,,8.621.089.984.484,8.036.004.987.843,,,8621089984484.0,8036004987843.0
411,411,411,1. Vốn cổ phần đã góp,20.1,4.757.111.670.000,4.757.111.670.000,,201.0,4757111670000.0,4757111670000.0
411a,411a,411a,- Cổ phiếu phổ thống có quyền biểu quyết,,4.757.111.670.000,4.757.111.670.000,,,4757111670000.0,4757111670000.0
412,412,412,2. Thặng dư vốn cổ phần,20.1,989.064.430.000,989.064.430.000,,201.0,989064430000.0,989064430000.0
415,415,415,3. Cổ phiếu quỹ,20.1,(364.466.650.000),(364.466.650.000),,201.0,-364466650000.0,-364466650000.0
418,418,418,4. Quỹ đầu tư phát triển,20.1,2.223.693.823,2.223.693.823,,201.0,2223693823.0,2223693823.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,20.1,2.318.834.981.859,1.781.536.119.480,,201.0,2318834981859.0,1781536119480.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,1.761.464.742.050,1.169.625.513.861,,,1761464742050.0,1169625513861.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,557.370.239.809,611.910.605.619,,,557370239809.0,611910605619.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,21,918.321.858.802,870.535.724.540,,21.0,918321858802.0,870535724540.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,14.657.547.795.899,13.653.707.159.630,,,14657547795899.0,13653707159630.0
