row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,968.020.756.089,822.904.001.980,968020756089.0,822904001980.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,50.506.690.967,30.949.674.086,50506690967.0,30949674086.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,137.339.779.736,158.932.801.994,137339779736.0,158932801994.0
- Khu công nghiệp Tràng Duệ,Ngắn hạn > - Khu công nghiệp Tràng Duệ,- Khu công nghiệp Tràng Duệ,247.289.691.608,199.760.146.688,247289691608.0,199760146688.0
- Khu công nghiệp Quang Châu,Ngắn hạn > - Khu công nghiệp Quang Châu,- Khu công nghiệp Quang Châu,258.392.853.786,164.052.834.286,258392853786.0,164052834286.0
- Khu công nghiệp Tân Phú Trung,Ngắn hạn > - Khu công nghiệp Tân Phú Trung,- Khu công nghiệp Tân Phú Trung,274.491.739.992,269.208.544.926,274491739992.0,269208544926.0
Chi phí lãi vay phải trả (*),Ngắn hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),249.470.628.101,187.289.277.021,249470628101.0,187289277021.0
Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 28),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 28),Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 28),505.488.735,370.691.739,505488735.0,370691739.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,8.173.643.194,12.723.744.292,8173643194.0,12723744292.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.226.170.516.119,1.023.287.715.032,1226170516119.0,1023287715032.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),785.455.165.816,757.092.452.968,785455165816.0,757092452968.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,785.455.165.816,757.092.452.968,785455165816.0,757092452968.0
