row_label_raw,row_label_full,col_0,Thuyết minh số,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh số,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,14.1,484.351.368.341,462.788.335.881,141.0,484351368341.0,462788335881.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,448.500.200.000,452.867.200.000,142.0,448500200000.0,452867200000.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(39.713.143.676),(23.052.816.635),,-39713143676.0,-23052816635.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,893.138.424.665,892.602.719.246,,893138424665.0,892602719246.0
