row_label_raw,row_label_full,col_0,Năm nay > Giá vốn,Năm nay > Giá trị trích trướcvào chí phí,Năm trước > Giá vốn,Năm trước > Giá trị trích trướcvào chí phí,numeric__Năm nay > Giá vốn,numeric__Năm nay > Giá trị trích trướcvào chí phí,numeric__Năm trước > Giá vốn,numeric__Năm trước > Giá trị trích trướcvào chí phí
Cho thuê dài hạn đất có cơ sở hạ tầng,Cho thuê dài hạn đất có cơ sở hạ tầng,Cho thuê dài hạn đất có cơ sở hạ tầng,1.632.119.603.325,395.524.155.783,717.315.725.177,207.735.700.012,1632119603325.0,395524155783.0,717315725177.0,207735700012.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.632.119.603.325,395.524.155.783,717.315.725.177,207.735.700.012,1632119603325.0,395524155783.0,717315725177.0,207735700012.0
