row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
"Chi phí sản xuất, kinh doanh dở dang (*)","Chi phí sản xuất, kinh doanh dở dang (*)","Chi phí sản xuất, kinh doanh dở dang (*)",1.731.345.628.229,(2.142.773.929),"2,019,661,003,651",(2.142.773.929),1731345628229.0,-2142773929.0,,-2142773929.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,
Dự án bắt động sản,Trong đó: > Dự án bắt động sản,Dự án bắt động sản,1.354.232.500.903,-,1.529.973.170.792,-,1354232500903.0,,1529973170792.0,
Công trình xây dựng,Trong đó: > Công trình xây dựng,Công trình xây dựng,181.472.459.396,(2.142.773.929),317.059.764.207,(2.142.773.929),181472459396.0,-2142773929.0,317059764207.0,-2142773929.0
Chi phí phát triển dự án khu công nghiệp,Trong đó: > Chi phí phát triển dự án khu công nghiệp,Chi phí phát triển dự án khu công nghiệp,156.891.164.684,-,128.026.176.618,-,156891164684.0,,128026176618.0,
Khác,Trong đó: > Khác,Khác,38.749.503.246,-,44.601.892.034,-,38749503246.0,,44601892034.0,
Nguyên vật liệu xây dựng,Trong đó: > Nguyên vật liệu xây dựng,Nguyên vật liệu xây dựng,427.791.681.858,(2.441.788.805),237.814.617.944,(2.441.788.805),427791681858.0,-2441788805.0,237814617944.0,-2441788805.0
Hàng hóa bắt động sản để bán,Trong đó: > Hàng hóa bắt động sản để bán,Hàng hóa bắt động sản để bán,246.830.812.238,-,245.946.162.238,(20.299.993.667),246830812238.0,,245946162238.0,-20299993667.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,6.739.352.010,(19.982.185.024),9.009.490.582,(736.437.510),6739352010.0,-19982185024.0,9009490582.0,-736437510.0
Hàng tồn kho khác,Trong đó: > Hàng tồn kho khác,Hàng tồn kho khác,6.744.112.915,(2.755.613.790),13.461.370.084,(2.019.176.280),6744112915.0,-2755613790.0,13461370084.0,-2019176280.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.419.451.587.250,(27.322.361.548),2.525.892.644.499,(27.640.170.191),2419451587250.0,-27322361548.0,2525892644499.0,-27640170191.0
"(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).","(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).","(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).","(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).","(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).","(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).","(*) Một phần chi phí sản xuất, kinh doanh dở dang được dùng làm tài sản thế chấp cho các khoản vay tại các ngân hàng thương mại (Thuyết minh số 23.3).",,,,
Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho:,,,,
,,,,,Năm nay,VNDNăm trước,,,,
Số đầu năm,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho: > Số đầu năm,Số đầu năm,,,(27.640.170.191),(27.265.646.262),,,-27640170191.0,-27265646262.0
Dự phòng trích lập trong năm,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho: > Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,,,-,(2.142.773.929),,,,-2142773929.0
Xóa số và hoàn nhập dự phòng trong năm,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho: > Xóa số và hoàn nhập dự phòng trong năm,Xóa số và hoàn nhập dự phòng trong năm,,,317.808.643,1.768.250.000,,,317808643.0,1768250000.0
Số cuối năm,Chi tiết tình hình (tăng) giảm dự phòng giảm giá hàng tồn kho: > Số cuối năm,Số cuối năm,,,(27.322.361.548),(27.640.170.191),,,-27322361548.0,-27640170191.0
