row_label_raw,row_label_full,Chênh lệch giữa giá trị hợp lý và giá trị ghi số của các tài sản thuần của công ty con ghi nhận vào ngày mua,(72.822.236.904),(102.580.543.894),-,-_1,numeric__(72.822.236.904),numeric__(102.580.543.894),numeric__-,numeric__-_1
Dự phòng khoản đầu tư vào các công ty con và công ty liên kết,Dự phòng khoản đầu tư vào các công ty con và công ty liên kết,Dự phòng khoản đầu tư vào các công ty con và công ty liên kết,(73.735.425.925),(67.022.840.720),(6.712.585.205),(15.478.461.191),-73735425925.0,-67022840720.0,-6712585205.0,-15478461191.0
Thu nhập chưa tinh thuế từ hoạt động kinh doanh cơ sở hạ tầng,Thu nhập chưa tinh thuế từ hoạt động kinh doanh cơ sở hạ tầng,Thu nhập chưa tinh thuế từ hoạt động kinh doanh cơ sở hạ tầng,(71.039.788.165),(64.866.531.052),(6.173.257.113),(6.621.122.461),-71039788165.0,-64866531052.0,-6173257113.0,-6621122461.0
,,,(217.597.450.994),(234.469.915.666),(12.885.842.318),(22.099.583.652),-217597450994.0,-234469915666.0,-12885842318.0,-22099583652.0
Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,(11.594.455.084),(10.135.133.110),,,-11594455084.0,-10135133110.0
