row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,518.101.563.203,573.001.074.489,518101563203.0,573001074489.0
"Các khoản ký quỹ, ký cược","Các khoản ký quỹ, ký cược","Các khoản ký quỹ, ký cược",467.797.769.617,463.913.396.755,467797769617.0,463913396755.0
Thuống Ban Điều hành và Cán bộ trọng yếu,Thuống Ban Điều hành và Cán bộ trọng yếu,Thuống Ban Điều hành và Cán bộ trọng yếu,26.870.306.672,32.948.945.293,26870306672.0,32948945293.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,313.290.295,313.290.295,313290295.0,313290295.0
Chuyển nhượng cổ phần Tiến Phát,Chuyển nhượng cổ phần Tiến Phát,Chuyển nhượng cổ phần Tiến Phát,,,,
Sanyo Homes,Chuyển nhượng cổ phần Tiến Phát > Sanyo Homes,Sanyo Homes,-,43.221.146.300,,43221146300.0
Thu hộ phí bảo trì các dự án,Chuyển nhượng cổ phần Tiến Phát > Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,-,15.824.543.963,,15824543963.0
Khác,Chuyển nhượng cổ phần Tiến Phát > Khác,Khác,23.120.196.619,16.779.751.883,23120196619.0,16779751883.0
Dài hạn,Chuyển nhượng cổ phần Tiến Phát > Dài hạn,Dài hạn,36.792.552.009,47.479.438.769,36792552009.0,47479438769.0
"Các khoản ký quỹ, ký cược","Chuyển nhượng cổ phần Tiến Phát > Các khoản ký quỹ, ký cược","Các khoản ký quỹ, ký cược",36.753.272.009,47.369.612.946,36753272009.0,47369612946.0
Khác,Chuyển nhượng cổ phần Tiến Phát > Khác,Khác,39.280.000,109.825.823,39280000.0,109825823.0
TỔNG CỘNG,Chuyển nhượng cổ phần Tiến Phát > TỔNG CỘNG,TỔNG CỘNG,554.894.115.212,620.480.513.258,554894115212.0,620480513258.0
