row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,66.220.280.712,74.381.351.085,66220280712.0,74381351085.0
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",53.738.245.085,48.703.689.896,53738245085.0,48703689896.0
Khác,Khác,Khác,12.482.035.627,25.677.661.189,12482035627.0,25677661189.0
Dài hạn,Dài hạn,Dài hạn,331.381.915.167,325.921.079.014,331381915167.0,325921079014.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,134.230.974.373,100.594.878.380,134230974373.0,100594878380.0
Tiền thuê đất trả trước (*),Tiền thuê đất trả trước (*),Tiền thuê đất trả trước (*),104.663.893.671,120.020.937.228,104663893671.0,120020937228.0
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",36.341.536.396,59.193.132.934,36341536396.0,59193132934.0
Phí bảo lãnh,Phí bảo lãnh,Phí bảo lãnh,15.215.363.053,7.246.827.100,15215363053.0,7246827100.0
Chi phí nhà mẫu dự án,Chi phí nhà mẫu dự án,Chi phí nhà mẫu dự án,248.004.754,5.970.286.259,248004754.0,5970286259.0
Khác,Khác,Khác,40.682.142.920,32.895.017.113,40682142920.0,32895017113.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,397.602.195.879,400.302.430.099,397602195879.0,400302430099.0
