row_label_raw,row_label_full,Ban lãnh đạo,col_1,Tạm ứng lương,24.335.309.099,34.754.413.000,numeric__col_1,numeric__Tạm ứng lương,numeric__24.335.309.099,numeric__34.754.413.000
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,Chi trả hộ,10.973.526.010,11.575.755.249,,,10973526010.0,11575755249.0
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,Phải thu cổ tức,"817,042,821",817.042.821,,,,817042821.0
Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty liên kết,Chi trả hộ,2.964.861.532,2.037.517.512,,,2964861532.0,2037517512.0
Công ty Cổ phần 479 Hòa Bình,Công ty Cổ phần 479 Hòa Bình,Công ty Cổ phần 479 Hòa Bình,Công ty liên kết,Cổ tức phải thu Chi phí trả hộ,1.602.982.800,1.602.982.800,,,1602982800.0,1602982800.0
Công ty Cổ phần 479 Hòa Bình,Công ty Cổ phần 479 Hòa Bình,Công ty Cổ phần 479 Hòa Bình,Công ty liên kết,Cổ tức phải thu Chi phí trả hộ,1.280.000,1.280.000,,,1280000.0,1280000.0
Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty liên kết,Chi trả hộ,302.419.722,277.184.722,,,302419722.0,277184722.0
Lê Quốc Duy,Lê Quốc Duy,Lê Quốc Duy,Thành viên Hội đồng Quản trị,Tạm ứng,100.000.000,-,,,100000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,41.097.421.984,51.066.176.104,,,41097421984.0,51066176104.0
