row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 9.749.823.931.531 > 1.103.494.714.898,Năm trước > 9.387.517.163.675 > 1.437.790.825.555,numeric__Năm nay > 9.749.823.931.531 > 1.103.494.714.898,numeric__Năm trước > 9.387.517.163.675 > 1.437.790.825.555
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,10.853.318.646.429,10.825.307.989.230,10853318646429.0,10825307989230.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,18.266.268.735.417,18.288.975.195.978,18266268735417.0,18288975195978.0
