row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh,Số liệu trình bày lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu trình bày lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),14.594.849.807.448,-,14.594.849.807.448,14594849807448.0,,14594849807448.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",(146.439.569.883),(203.883.808.527),(350.323.378.410),-146439569883.0,-203883808527.0,-350323378410.0
,,,14.448.410.237.565,(203.883.808.527),14.244.526.429.038,14448410237565.0,-203883808527.0,14244526429038.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),1.913.950.000,382.789.847,2.296.739.847,1913950000.0,382789847.0,2296739847.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),7.549,(1.347),6.202,7549.0,-1347.0,6202.0
