row_label_raw,row_label_full,col_0,2023 > Giá trị gốc VND,2023 > Giá trị có thể thu hồi VND,2023 > Dự phòng VND,2022 > Giá trị gốc VND,2022 > Giá trị có thể thu hồi VND,2022 > Dự phòng VND,numeric__2023 > Giá trị gốc VND,numeric__2023 > Giá trị có thể thu hồi VND,numeric__2023 > Dự phòng VND,numeric__2022 > Giá trị gốc VND,numeric__2022 > Giá trị có thể thu hồi VND,numeric__2022 > Dự phòng VND
Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,,,,,,
Từ 2 năm đến 3 năm,Tổng Công ty Thăm dò và Khai thác Dầu khí > Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,9.610.794.384,2.883.238.315,6.727.556.069,-,-,-,9610794384.0,2883238315.0,6727556069.0,,,
Từ 1 năm đến 2 năm,Tổng Công ty Thăm dò và Khai thác Dầu khí > Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,35.059.154.948,17.529.577.474,17.529.577.474,8.415.750.988,8.415.750.988,-,35059154948.0,17529577474.0,17529577474.0,8415750988.0,8415750988.0,
Từ 6 tháng đến 1 năm,Tổng Công ty Thăm dò và Khai thác Dầu khí > Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,30.478.224.584,21.334.757.209,9.143.467.375,9.573.453.930,9.573.453.930,-,30478224584.0,21334757209.0,9143467375.0,9573453930.0,9573453930.0,
,,,75.148.173.916,41.747.572.998,33.400.600.918,17.989.204.918,17.989.204.918,-,75148173916.0,41747572998.0,33400600918.0,17989204918.0,17989204918.0,
Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,Chi tiết các khoản phải thu ngắn hạn khác khó có khả năng thu hồi được trình bày chi tiết như sau:,,,,,,
,,,2023,2023,2023,2022,2022,2022,2023.0,2023.0,2023.0,2022.0,2022.0,2022.0
,,,Giá trị gốc VND,Giá trị có thể thu hồi VND,Dự phòng VND,Giá trị gốc VND,Giá trị có thể thu hồi VND,Dự phòng VND,,,,,,
Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,Công ty Cổ phần Sản xuất,,,,,,
Óng thép Dầu khí Việt Nam,Công ty Cổ phần Sản xuất > Óng thép Dầu khí Việt Nam,Óng thép Dầu khí Việt Nam,397.125.357.804,-,397.125.357.804,397.125.357.804,37.249.894.616,359.875.463.188,397125357804.0,,397125357804.0,397125357804.0,37249894616.0,359875463188.0
Trên 3 năm,Công ty Cổ phần Sản xuất > Trên 3 năm,Trên 3 năm,397.125.357.804,-,397.125.357.804,272.959.042.418,-,272.959.042.418,397125357804.0,,397125357804.0,272959042418.0,,272959042418.0
Từ 2 năm đến 3 năm,Công ty Cổ phần Sản xuất > Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,-,-,-,124.166.315.386,37.249.894.616,86.916.420.770,,,,124166315386.0,37249894616.0,86916420770.0
Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,,,,,,
Đô thị Dầu khí,Công ty Cổ phần Phát triển > Đô thị Dầu khí,Đô thị Dầu khí,56.212.500.000,-,56.212.500.000,50.000.000.000,-,50.000.000.000,56212500000.0,,56212500000.0,50000000000.0,,50000000000.0
Trên 3 năm,Công ty Cổ phần Phát triển > Trên 3 năm,Trên 3 năm,50.000.000.000,-,50.000.000.000,50.000.000.000,-,50.000.000.000,50000000000.0,,50000000000.0,50000000000.0,,50000000000.0
Từ 6 tháng đến 1 năm,Công ty Cổ phần Phát triển > Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,6.212.500.000,-,6.212.500.000,-,-,-,6212500000.0,,6212500000.0,,,
,,,453.337.857.804,-,453.337.857.804,447.125.357.804,37.249.894.616,409.875.463.188,453337857804.0,,453337857804.0,447125357804.0,37249894616.0,409875463188.0
