row_label_raw,row_label_full,col_0,2023,2023_1,2022,2022_1,numeric__2023,numeric__2023_1,numeric__2022,numeric__2022_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đangđi đường,Hàng mua đangđi đường,Hàng mua đangđi đường,1.694.417.707.278,-,2.143.183.034.995,-,1694417707278.0,,2143183034995.0,
"Vật tư, phụ tùngthay thế","Vật tư, phụ tùngthay thế","Vật tư, phụ tùngthay thế",689.809.617.558,(104.350.838.684),668.765.677.344,(53.952.719.217),689809617558.0,-104350838684.0,668765677344.0,-53952719217.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,103.313.451.703,-,75.008.487.574,-,103313451703.0,,75008487574.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.186.520.851,-,3.935.796.443,-,5186520851.0,,3935796443.0,
Chi phí SXKDđở dang,Chi phí SXKDđở dang,Chi phí SXKDđở dang,413.175.268,-,-,-,413175268.0,,,
Thành phẩm,Thành phẩm,Thành phẩm,97.164.212.985,-,142.844.118.947,-,97164212985.0,,142844118947.0,
Hàng hóa,Hàng hóa,Hàng hóa,1.050.866.769.526,-,710.370.724.080,-,1050866769526.0,,710370724080.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,49.725.479.887,-,74.614.199.643,-,49725479887.0,,74614199643.0,
,,,3.690.896.935.056,(104.350.838.684),3.818.722.039.026,(53.952.719.217),3690896935056.0,-104350838684.0,3818722039026.0,-53952719217.0
