row_label_raw,row_label_full,Thuế TNDN,529.452.835.068,721.184.843.657,numeric__529.452.835.068,numeric__721.184.843.657
Thuế GTGT,Thuế GTGT,Thuế GTGT,74.797.639.576,68.085.889.339,74797639576.0,68085889339.0
"Thuế thu nhập cá nhân (""TNCN"")","Thuế thu nhập cá nhân (""TNCN"")","Thuế thu nhập cá nhân (""TNCN"")",15.719.578.158,13.897.086.303,15719578158.0,13897086303.0
Khác,Khác,Khác,3.910.744.916,2.639.268.130,3910744916.0,2639268130.0
,,,623.880.797.718,805.807.087.429,623880797718.0,805807087429.0
