row_label_raw,row_label_full,col_0,2023 > Giá trị VND,2023 > Dự phòng VND,2022 > Giá trị VND,2022 > Dự phòng VND,numeric__2023 > Giá trị VND,numeric__2023 > Dự phòng VND,numeric__2022 > Giá trị VND,numeric__2022 > Dự phòng VND
Dự thu tạm tính doanh thu bán và vận chuyển khí,Dự thu tạm tính doanh thu bán và vận chuyển khí,Dự thu tạm tính doanh thu bán và vận chuyển khí,3.552.279.564.340,-,6.469.973.238.878,-,3552279564340.0,,6469973238878.0,
Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,581.511.764.194,-,459.054.605.827,-,581511764194.0,,459054605827.0,
Phải thu tiền bảo lãnh (*),Phải thu tiền bảo lãnh (*),Phải thu tiền bảo lãnh (*),397.125.337.804,(397.125.357.804),397.125.337.804,(359.875.463.188),397125337804.0,-397125357804.0,397125337804.0,-359875463188.0
Khác,Khác,Khác,282.064.330.053,(56.212.500.000),117.808.008.389,(50.000.000.000),282064330053.0,-56212500000.0,117808008389.0,-50000000000.0
,,,4.812.980.996.391,(453.337.857.804),7.443.961.190.898,(409.875.463.188),4812980996391.0,-453337857804.0,7443961190898.0,-409875463188.0
Trong đó,Trong đó,Trong đó,,,,,,,,
Bên thứ ba,Trong đó > Bên thứ ba,Bên thứ ba,3.067.229.124.533,-,5.072.400.711.557,-,3067229124533.0,,5072400711557.0,
Bên liên quan (Thuyết minh 35(b)),Trong đó > Bên liên quan (Thuyết minh 35(b)),Bên liên quan (Thuyết minh 35(b)),1.745.751.871.858,(453.337.857.804),2.371.560.479.341,(409.875.463.188),1745751871858.0,-453337857804.0,2371560479341.0,-409875463188.0
,,,4.812.980.996.391,(453.337.857.804),7.443.961.190.898,(409.875.463.188),4812980996391.0,-453337857804.0,7443961190898.0,-409875463188.0
