row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,86.755.991.195.675,97.092.150.015.181,,,86755991195675.0,97092150015181.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,86.755.991.195.675,97.092.150.015.181,,25.0,86755991195675.0,97092150015181.0
11,11,11,Giá vốn hàng bán và cung cấp dịch vụ,26,71.202.718.090.615,77.209.483.150.960,,26.0,71202718090615.0,77209483150960.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,15.553.273.105.060,19.882.666.864.221,,,15553273105060.0,19882666864221.0
21,21,21,Doanh thu hoạt động tài chính,27,2.433.380.762.073,1.668.308.146.882,,27.0,2433380762073.0,1668308146882.0
22,22,22,Chi phí tài chính,28,658.864.615.797,791.742.860.898,,28.0,658864615797.0,791742860898.0
23,23,23,- Trong đó: Chi phí lãi vay,28,331.908.645.852,332.805.158.327,,28.0,331908645852.0,332805158327.0
25,25,25,Chi phí bán hàng,29,1.872.301.749.415,1.853.363.860.693,,29.0,1872301749415.0,1853363860693.0
26,26,26,Chi phí quản lý doanh nghiệp,30,1.186.907.509.828,796.602.940.359,,30.0,1186907509828.0,796602940359.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,14.268.579.992.093,18.109.265.349.153,,,14268579992093.0,18109265349153.0
31,31,31,Thu nhập khác,,17.596.135.377,73.329.824.526,,,17596135377.0,73329824526.0
32,32,32,Chi phí khác,,9.839.783.166,28.345.956.745,,,9839783166.0,28345956745.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,7.756.352.211,44.983.867.781,,,7756352211.0,44983867781.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,14.276.336.344.304,18.154.249.216.934,,,14276336344304.0,18154249216934.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,31,2.719.531.676.201,3.559.399.409.486,,31.0,2719531676201.0,3559399409486.0
52,52,52,Thuế TNDN hoãn lại,31,-,-,,31.0,,
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,11.556.804.668.103,14.594.849.807.448,,,11556804668103.0,14594849807448.0
70,70,70,Lãi cơ bản trên cổ phiếu,23(a),4.956,6.202,,,4956.0,6202.0
71,71,71,Lãi suy giảm trên cổ phiếu,23(b),4.956,6.202,,,4956.0,6202.0
