row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
11 Tăng/(giảm) các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng/(giảm) các khoản phải trả,11 Tăng/(giảm) các khoản phải trả,,1.085.408.833.962,(3.674.216.074.261),,1085408833962.0,-3674216074261.0
12 Giảm/(tăng) chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Giảm/(tăng) chi phí trả trước,12 Giảm/(tăng) chi phí trả trước,,646.987.516.428,(276.329.631.681),,646987516428.0,-276329631681.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(498.515.224.800),(533.835.592.947),,-498515224800.0,-533835592947.0
15 Tiền thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Tiền thuế TNDN đã nộp,15 Tiền thuế TNDN đã nộp,,(3.017.908.564.374),(3.316.808.594.579),,-3017908564374.0,-3316808594579.0
16 Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16 Tiền thu khác từ hoạt động kinh doanh,16 Tiền thu khác từ hoạt động kinh doanh,,124.544.254.876,-,,124544254876.0,
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(452.509.513.237),(501.563.497.179),,-452509513237.0,-501563497179.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,13.596.924.926.151,12.564.556.036.939,,13596924926151.0,12564556036939.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
"21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(1.661.654.596.904),(1.950.124.817.859),,-1661654596904.0,-1950124817859.0
23 Tiền chi gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 23 Tiền chi gửi ngân hàng có kỳ hạn,23 Tiền chi gửi ngân hàng có kỳ hạn,,(49.015.772.135.731),(39.988.673.735.678),,-49015772135731.0,-39988673735678.0
24 Tiền thu hồi tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24 Tiền thu hồi tiền gửi ngân hàng có kỳ hạn,24 Tiền thu hồi tiền gửi ngân hàng có kỳ hạn,,37.915.772.135.731,40.588.673.735.678,,37915772135731.0,40588673735678.0
25 Tiền chi đầu tư góp vốn vào công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 25 Tiền chi đầu tư góp vốn vào công ty con,25 Tiền chi đầu tư góp vốn vào công ty con,,-,(40.424.772.709),,,-40424772709.0
"27 Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27 Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia","27 Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia",,2.092.640.716.624,1.290.031.789.726,,2092640716624.0,1290031789726.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(10.669.013.880.280),(100.517.800.842),,-10669013880280.0,-100517800842.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu từ vay dài hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ vay dài hạn,33 Tiền thu từ vay dài hạn,,1.942.140.000.000,1.227.035.729.001,,1942140000000.0,1227035729001.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,,(2.380.697.256.854),(3.329.136.727.490),,-2380697256854.0,-3329136727490.0
36 Tiền chi trả cổ tức cho các cổ đông,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền chi trả cổ tức cho các cổ đông,36 Tiền chi trả cổ tức cho các cổ đông,,(6.890.220.000.000),(5.741.850.000.000),,-6890220000000.0,-5741850000000.0
40 Lưu chuyển thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển thuần từ hoạt động tài chính,40 Lưu chuyển thuần từ hoạt động tài chính,,(7.328.777.256.854),(7.843.950.998.489),,-7328777256854.0,-7843950998489.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(4.400.866.210.983),4.620.087.237.608,,-4400866210983.0,4620087237608.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,8.048.519.499.886,3.427.433.244.185,3.0,8048519499886.0,3427433244185.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,1.655.773.776,999.018.093,,1655773776.0,999018093.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,3.649.309.062.679,8.048.519.499.886,3.0,3649309062679.0,8048519499886.0
