row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
300,300,300,NỘ PHẢI TRẢ,,21.225.027.566.597,20.304.539.373.861,,,21225027566597.0,20304539373861.0
310,310,310,Nợ ngắn hạn,,14.247.097.354.325,11.776.866.223.107,,,14247097354325.0,11776866223107.0
311,311,311,Phải trả người bán ngắn hạn,13,6.906.094.590.796,6.364.270.695.450,,13.0,6906094590796.0,6364270695450.0
312,312,312,Người mua trả tiền trước ngắn hạn,,45.947.836.662,72.109.867.460,,,45947836662.0,72109867460.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(c),623.880.797.718,805.807.087.429,,,623880797718.0,805807087429.0
314,314,314,Phải trả người lao động,,319.930.620.812,194.572.041.630,,,319930620812.0,194572041630.0
315,315,315,Chi phí phải trả ngắn hạn,15,2.790.866.101.345,2.957.001.412.296,,15.0,2790866101345.0,2957001412296.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,16,1.034.757.217.156,340.083.041.963,,16.0,1034757217156.0,340083041963.0
319,319,319,Phải trả ngắn hạn khác,17,469.322.318.912,643.022.403.557,,17.0,469322318912.0,643022403557.0
320,320,320,Vay ngắn hạn,18(a),1.491.278.230.399,22.496.858.992,,,1491278230399.0,22496858992.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,565.019.640.525,377.502.814.330,,19.0,565019640525.0,377502814330.0
330,330,330,Nợ dài hạn,,6.977.930.212.272,8.527.673.150.754,,,6977930212272.0,8527673150754.0
337,337,337,Phải trả dài hạn khác,,7.218.692.161,6.042.040.513,,,7218692161.0,6042040513.0
338,338,338,Vay dài hạn,18(b),4.218.655.291.790,5.990.136.184.889,,,4218655291790.0,5990136184889.0
342,342,342,Dự phòng phải trả dài hạn,20,2.751.544.570.779,2.528.910.904.174,,20.0,2751544570779.0,2528910904174.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,511.657.542,2.584.021.178,,,511657542.0,2584021178.0
400,400,400,VỐN CHỦ SỞ HỮU,,64.124.776.253.992,59.937.332.085.749,,,64124776253992.0,59937332085749.0
410,410,410,Vốn chủ sở hữu,,64.124.776.253.992,59.937.332.085.749,,,64124776253992.0,59937332085749.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",22.967.398.470.000,19.139.500.000.000,,,22967398470000.0,19139500000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,22.967.398.470.000,19.139.500.000.000,,,22967398470000.0,19139500000000.0
412,412,412,Thặng dư vốn cổ phần,22,246.727.266,210.679.541.297,,22.0,246727266.0,210679541297.0
418,418,418,Quỹ đầu tư phát triển,22,23.700.087.492.741,20.791.553.148.710,,22.0,23700087492741.0,20791553148710.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,17.457.043.563.985,19.795.599.395.742,,22.0,17457043563985.0,19795599395742.0
421a,421a,421a,- LNST chưa phân phối lũy kế củacác năm trước,,6.073.988.895.882,5.347.189.158.177,,,6073988895882.0,5347189158177.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,11.383.054.668.103,14.448.410.237.565,,,11383054668103.0,14448410237565.0
440,440,440,TỔNG NGUỒN VỐN,,85.349.803.820.589,80.241.871.459.610,,,85349803820589.0,80241871459610.0
