row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
200,200,200,TÀI SẢN DÀI HẠN,,25.971.432.174.462,27.520.213.857.155,,,25971432174462.0,27520213857155.0
210,210,210,Các khoản phải thu dài hạn,,308.629.662.027,157.629.448.943,,,308629662027.0,157629448943.0
212,212,212,Trả trước cho người bán dài hạn,,75.492.428.136,76.326.529.951,,,75492428136.0,76326529951.0
216,216,216,Phải thu dài hạn khác,,233.137.233.891,81.302.918.992,,,233137233891.0,81302918992.0
220,220,220,Tài sản cố định,,18.092.404.135.864,14.797.770.696.430,,,18092404135864.0,14797770696430.0
221,221,221,Tài sản cố định hữu hình,11(a),17.770.402.571.619,14.470.834.291.494,,,17770402571619.0,14470834291494.0
222,222,222,Nguyên giá,,58.607.793.063.590,52.568.805.525.858,,,58607793063590.0,52568805525858.0
223,223,223,Giá trị khấu hao lũy kế,,(40.837.390.491.971),(38.097.971.234.364),,,-40837390491971.0,-38097971234364.0
227,227,227,Tài sản cố định vô hình,11(b),322.001.564.245,326.936.404.936,,,322001564245.0,326936404936.0
228,228,228,Nguyên giá,,553.403.052.127,531.074.780.079,,,553403052127.0,531074780079.0
229,229,229,Giá trị khấu hao lũy kế,,(231.401.487.882),(204.138.375.143),,,-231401487882.0,-204138375143.0
240,240,240,Tài sản dở dang dài hạn,,1.556.117.193.703,5.973.412.017.874,,,1556117193703.0,5973412017874.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,1.556.117.193.703,5.973.412.017.874,,12.0,1556117193703.0,5973412017874.0
250,250,250,Đầu tư tài chính dài hạn,,3.028.913.260.634,2.981.656.355.461,,,3028913260634.0,2981656355461.0
251,251,251,Đầu tư vào công ty con,4(b),3.745.870.071.633,3.603.294.844.342,,,3745870071633.0,3603294844342.0
252,252,252,Đầu tư vào công ty liên kết,4(c),284.460.000.000,284.460.000.000,,,284460000000.0,284460000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,"4(b), 4(c)",(1.001.416.810.999),(906.098.488.881),,,-1001416810999.0,-906098488881.0
260,260,260,Tài sản dài hạn khác,,2.985.367.922.234,3.609.745.338.447,,,2985367922234.0,3609745338447.0
261,261,261,Chi phí trả trước dài hạn,10(b),2.985.367.922.234,3.609.745.338.447,,,2985367922234.0,3609745338447.0
270,270,270,TỔNG TÀI SẢN,,85.349.803.820.589,80.241.871.459.610,,,85349803820589.0,80241871459610.0
