row_label_raw,row_label_full,Tổng Công ty Thảm dò và Khai thác Dầu khí,136.951.214.375,52.104.356.254,numeric__136.951.214.375,numeric__52.104.356.254
Tổng Công ty Cổ phần Dịch vụ Kỹ thuậtDầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuậtDầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuậtDầu khí Việt Nam,58.110.652.331,51.514.955.821,58110652331.0,51514955821.0
,,,195.061.866.706,103.619.312.075,195061866706.0,103619312075.0
