row_label_raw,row_label_full,Công ty Vận chuyển Khí Đông Nam Bộ,Tĩnh Bà Rịa - Vũng Tàu,numeric__Tĩnh Bà Rịa - Vũng Tàu
Công ty Chế biến Khí Vũng Tàu,Công ty Chế biến Khí Vũng Tàu,Công ty Chế biến Khí Vũng Tàu,Tĩnh Bà Rịa - Vũng Tàu,
Công ty Kinh doanh Sân phẩm Khí,Công ty Kinh doanh Sân phẩm Khí,Công ty Kinh doanh Sân phẩm Khí,Thành phố Hồ Chí Minh,
Công ty Dịch vụ Khí,Công ty Dịch vụ Khí,Công ty Dịch vụ Khí,Tĩnh Bà Rịa - Vũng Tàu,
Công ty Quản lý Dự án Khí,Công ty Quản lý Dự án Khí,Công ty Quản lý Dự án Khí,Thành phố Hồ Chí Minh,
Công ty Khí Cà Mau,Công ty Khí Cà Mau,Công ty Khí Cà Mau,Tĩnh Cà Mau,
Công ty Đường Ống Khí Nam Côn Sơn,Công ty Đường Ống Khí Nam Côn Sơn,Công ty Đường Ống Khí Nam Côn Sơn,Tĩnh Bà Rịa - Vũng Tàu,
Chi nhánh Khí Hải phòng,Chi nhánh Khí Hải phòng,Chi nhánh Khí Hải phòng,Thành phố Hải Phòng,
Chi nhánh Kinh doanh LNG,Chi nhánh Kinh doanh LNG,Chi nhánh Kinh doanh LNG,Thành phố Hồ Chí Minh,
Ban Quản lý Dự án Khí Đông Nam Bộ (*),Ban Quản lý Dự án Khí Đông Nam Bộ (*),Ban Quản lý Dự án Khí Đông Nam Bộ (*),Tĩnh Bà Rịa - Vũng Tàu,
