row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Công trình khí vàcác thiết bị khácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__Công trình khí vàcác thiết bị khácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1 tháng 1 năm 2023,Nguyên giá > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,5.475.603.860.967,1.374.869.754.744,273.551.027.514,403.265.849.393,45.041.515.033.240,52.568.805.525.858,5475603860967.0,1374869754744.0,273551027514.0,403265849393.0,45041515033240.0,52568805525858.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,14.808.119.405,89.374.011.987,937.275.000,61.703.016.086,26.201.966.419,193.024.388.897,14808119405.0,89374011987.0,937275000.0,61703016086.0,26201966419.0,193024388897.0
Chuyển từ chi phí xây dựng cơ bảnđở dang (Thuyết minh 12),Nguyên giá > Chuyển từ chi phí xây dựng cơ bảnđở dang (Thuyết minh 12),Chuyển từ chi phí xây dựng cơ bảnđở dang (Thuyết minh 12),4.975.641.937.007,-,-,-,889.449.476.342,5.865.091.413.349,4975641937007.0,,,,889449476342.0,5865091413349.0
Thanh lý/xóa số,Nguyên giá > Thanh lý/xóa số,Thanh lý/xóa số,(643.750.000),(7.528.155.279),(237.783.656),(9.245.675.073),(1.472.900.506),(19.128.264.514),-643750000.0,-7528155279.0,-237783656.0,-9245675073.0,-1472900506.0,-19128264514.0
Tại ngày 31 tháng 12 năm 2023,Nguyên giá > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,10.465.410.167.379,1.456.715.611.452,274.250.518.858,455.723.190.406,45.955.693.575.495,58.607.793.063.590,10465410167379.0,1456715611452.0,274250518858.0,455723190406.0,45955693575495.0,58607793063590.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,,
Tại ngày 1 tháng 1 năm 2023,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,4.588.896.817.553,990.493.118.892,174.306.631.271,345.515.766.918,31.998.758.899.730,38.097.971.234.364,4588896817553.0,990493118892.0,174306631271.0,345515766918.0,31998758899730.0,38097971234364.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,264.039.790.500,104.694.394.710,16.444.373.672,33.735.206.232,2.339.633.757.007,2.758.547.522.121,264039790500.0,104694394710.0,16444373672.0,33735206232.0,2339633757007.0,2758547522121.0
Thanh lý/xóa số,Giá trị khấu hao lũy kế > Thanh lý/xóa số,Thanh lý/xóa số,(643.750.000),(7.528.155.279),(237.783.656),(9.245.675.073),(1.472.900.506),(19.128.264.514),-643750000.0,-7528155279.0,-237783656.0,-9245675073.0,-1472900506.0,-19128264514.0
Tại ngày 31 tháng 12 năm 2023,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,4.852.292.858.053,1.087.659.358.323,190.513.221.287,370.005.298.077,34.336.919.756.231,40.837.390.491.971,4852292858053.0,1087659358323.0,190513221287.0,370005298077.0,34336919756231.0,40837390491971.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1 tháng 1 năm 2023,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,886.707.043.414,384.376.635.852,99.244.396.243,57.750.082.475,13.042.756.133.510,14.470.834.291.494,886707043414.0,384376635852.0,99244396243.0,57750082475.0,13042756133510.0,14470834291494.0
Tại ngày 31 tháng 12 năm 2023,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,5.613.117.309.326,369.056.253.129,83.737.297.571,85.717.892.329,11.618.773.819.264,17.770.402.571.619,5613117309326.0,369056253129.0,83737297571.0,85717892329.0,11618773819264.0,17770402571619.0
