row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,31.12.2025Triệu đồng,31.12.2024Triệu đồng,,
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,,,,
Tăng/(giảm) tiền gửi tại NHNN,Ngân hàng Nhà nước Việt Nam > Tăng/(giảm) tiền gửi tại NHNN,Tăng/(giảm) tiền gửi tại NHNN,793.885,(6.165.402),793885.0,-6165402.0
(Giảm)/tăng tiền vay NHNN,Ngân hàng Nhà nước Việt Nam > (Giảm)/tăng tiền vay NHNN,(Giảm)/tăng tiền vay NHNN,(2.511.054),8.745.982,-2511054.0,8745982.0
"The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.",,,,
Doanh thu lãi tiền gửi,"The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Doanh thu lãi tiền gửi",Doanh thu lãi tiền gửi,23,486,23.0,486.0
Chi phí lãi tiền gửi,"The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Chi phí lãi tiền gửi",Chi phí lãi tiền gửi,2.662,10.660,2662.0,10660.0
Chi phí lãi tiền vay,"The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Chi phí lãi tiền vay",Chi phí lãi tiền vay,-,12.326,,12326.0
Các công ty con,Các công ty con,Các công ty con,,,,
Doanh thu lãi tiền gửi,Các công ty con > Doanh thu lãi tiền gửi,Doanh thu lãi tiền gửi,166.651,143.638,166651.0,143638.0
Doanh thu lãi tiền vay,Các công ty con > Doanh thu lãi tiền vay,Doanh thu lãi tiền vay,21.419,-,21419.0,
Chi phí lãi tiền gửi,Các công ty con > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,45.610,36.417,45610.0,36417.0
Lợi nhuận nhận được,Các công ty con > Lợi nhuận nhận được,Lợi nhuận nhận được,65.664,61.840,65664.0,61840.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,,,,
Doanh thu lãi tiền gửi,Ngân hàng TNHH Indovina > Doanh thu lãi tiền gửi,Doanh thu lãi tiền gửi,153.335,38.726,153335.0,38726.0
Chi phí lãi tiền gửi,Ngân hàng TNHH Indovina > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,115.032,31.104,115032.0,31104.0
