row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025Triệu đồng,Tại ngày 31 tháng 12 năm > 2024Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025Triệu đồng,numeric__Tại ngày 31 tháng 12 năm > 2024Triệu đồng
1,1,1,Bảo lãnh vốn vay,34,28.630.320,15.390.290,,34.0,28630320.0,15390290.0
2,2,2,Cam kết giao dịch hối đoái,34,860.422.276,803.727.044,,34.0,860422276.0,803727044.0
2,2,2,Cam kết mua ngoại tệ,,5.341.651,6.892.967,,,5341651.0,6892967.0
2,2,2,Cam kết bán ngoại tệ,,5.341.779,6.892.619,,,5341779.0,6892619.0
2,2,2,Cam kết giao dịch hoán đôi,,849.738.846,789.941.458,,,849738846.0,789941458.0
4,4,4,Cam kết trong nghiệp vụ L/C,34,90.990.523,66.676.985,,34.0,90990523.0,66676985.0
5,5,5,Bảo lãnh khác,34,147.414.144,108.123.701,,34.0,147414144.0,108123701.0
6,6,6,Các cam kết khác,34,83.119.399,63.111.263,,34.0,83119399.0,63111263.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,36,10.506.880,10.548.196,,36.0,10506880.0,10548196.0
8,8,8,Nợ khó đòi đã xử lý,37,185.073.894,164.013.377,,37.0,185073894.0,164013377.0
9,9,9,Tải sản và chứng từ khác,38,88.213.057,123.933.645,,38.0,88213057.0,123933645.0
