row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Nghĩa vụ tiềm ẩn,Nghĩa vụ tiềm ẩn,Nghĩa vụ tiềm ẩn,Nghĩa vụ tiềm ẩn,Nghĩa vụ tiềm ẩn,,
Bảo lãnh vốn vay,Nghĩa vụ tiềm ẩn > Bảo lãnh vốn vay,Bảo lãnh vốn vay,28.630.320,15.390.290,28630320.0,15390290.0
Cam kết trong nghiệp vụ L/C,Nghĩa vụ tiềm ẩn > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,90.990.523,66.676.985,90990523.0,66676985.0
Bảo lãnh khác,Nghĩa vụ tiềm ẩn > Bảo lãnh khác,Bảo lãnh khác,147.414.144,108.123.701,147414144.0,108123701.0
,,,267.034.987,190.190.976,267034987.0,190190976.0
Các cam kết đưa ra,Các cam kết đưa ra,Các cam kết đưa ra,Các cam kết đưa ra,Các cam kết đưa ra,,
Cam kết giao dịch hối đoái,Các cam kết đưa ra > Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,860.422.276,803.727.044,860422276.0,803727044.0
Các cam kết khác,Các cam kết đưa ra > Các cam kết khác,Các cam kết khác,83.119.399,63.111.263,83119399.0,63111263.0
,,,943.541.675,866.838.307,943541675.0,866838307.0
,,,1.210.576.662,1.057.029.283,1210576662.0,1057029283.0
