row_label_raw,row_label_full,col_0,31.12.2025VND,31.12.2024VND,numeric__31.12.2025VND,numeric__31.12.2024VND
USD,USD,USD,26.295,25.498,26295.0,25498.0
EUR,EUR,EUR,30.853,26.563,30853.0,26563.0
GBP,GBP,GBP,35.330,32.024,35330.0,32024.0
CHF,CHF,CHF,33.142,28.235,33142.0,28235.0
JPY,JPY,JPY,"167,90","163,05",167.9,163.05
SGD,SGD,SGD,20.442,18.727,20442.0,18727.0
CAD,CAD,CAD,19.186,17.747,19186.0,17747.0
AUD,AUD,AUD,17.574,15.858,17574.0,15858.0
NZD,NZD,NZD,15.164,14.349,15164.0,14349.0
THB,THB,THB,"832,78","746,31",832.78,746.31
SEK,SEK,SEK,2.854,2.321,2854.0,2321.0
NOK,NOK,NOK,2.611,2.254,2611.0,2254.0
DKK,DKK,DKK,4.131,3.562,4131.0,3562.0
HKD,HKD,HKD,3.378,3.284,3378.0,3284.0
CNY,CNY,CNY,3.762,3.493,3762.0,3493.0
KRW,KRW,KRW,"18,67","17,67",18.67,17.67
LAK,LAK,LAK,"1,22","1,22",1.22,1.22
SAR,SAR,SAR,7.011,(*),7011.0,
XAU,XAU,XAU,(**),8.625.000,,8625000.0
