row_label_raw,row_label_full,col_0,Chưa quá hạnvà chưa bịgiảm giáTriệu đồng,Đã quá hạnvà chưa bịgiảm giáTriệu đồng,Đã bị giảm giávà trích lậpdự phòngTriệu đồng,Tổng cộngTriệu đồng,numeric__Chưa quá hạnvà chưa bịgiảm giáTriệu đồng,numeric__Đã quá hạnvà chưa bịgiảm giáTriệu đồng,numeric__Đã bị giảm giávà trích lậpdự phòngTriệu đồng,numeric__Tổng cộngTriệu đồng
Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán:,,,,
Tiền gửi tại các TCTD khác,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán: > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,454.547.265,-,-,454.547.265,454547265.0,,,454547265.0
Cho vay các TCTD khác,Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán: > Cho vay các TCTD khác,Cho vay các TCTD khác,14.806.364,-,-,14.806.364,14806364.0,,,14806364.0
Cho vay khách hàng (*),Mức rủi ro tín dụng cùacác tài khoản thuộcbảng cản đối kế toán: > Cho vay khách hàng (*),Cho vay khách hàng (*),1.936.170.458,204.621,39.394.134,1.975.769.213,1936170458.0,204621.0,39394134.0,1975769213.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),,,,,,,,
- Chứng khoán đầu tưsẵn sàng để bán (*),Chứng khoán đầu tư (*) > - Chứng khoán đầu tưsẵn sàng để bán (*),- Chứng khoán đầu tưsẵn sàng để bán (*),200.701.007,-,-,200.701.007,200701007.0,,,200701007.0
- Chứng khoán đầu tư giữđến ngày đảo hạn (*),Chứng khoán đầu tư (*) > - Chứng khoán đầu tư giữđến ngày đảo hạn (*),- Chứng khoán đầu tư giữđến ngày đảo hạn (*),8.000.000,-,386.748,8.386.748,8000000.0,,386748.0,8386748.0
Tổng cộng,Chứng khoán đầu tư (*) > Tổng cộng,Tổng cộng,2.614.225.094,204.621,39.780.882,2.654.210.597,2614225094.0,204621.0,39780882.0,2654210597.0
