row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",55.068.984,50.515.687,55068984.0,50515687.0
Khai khoáng,Khai khoáng,Khai khoáng,10.300.160,8.438.507,10300160.0,8438507.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,346.130.923,342.057.544,346130923.0,342057544.0
"Sản xuất và phân phối điện, khi đốt và nước","Sản xuất và phân phối điện, khi đốt và nước","Sản xuất và phân phối điện, khi đốt và nước",106.060.004,80.483.524,106060004.0,80483524.0
Xây dựng,Xây dựng,Xây dựng,81.759.197,80.000.568,81759197.0,80000568.0
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",723.166.869,644.717.078,723166869.0,644717078.0
Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,54.298.523,37.663.298,54298523.0,37663298.0
"Thương mại, dịch vụ","Thương mại, dịch vụ","Thương mại, dịch vụ",399.689.096,300.982.922,399689096.0,300982922.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình",143.243.327,108.289.226,143243327.0,108289226.0
Ngành khác,Ngành khác,Ngành khác,56.052.130,55.560.235,56052130.0,55560235.0
,,,1.975.769.213,1.708.708.589,1975769213.0,1708708589.0
