row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,200.324.392,184.553.670,200324392.0,184553670.0
"Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương",101.533.661,80.284.569,101533661.0,80284569.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,98.108.731,102.607.091,98108731.0,102607091.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,682.000,1.662.010,682000.0,1662010.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,376.615,376.615,376615.0,376615.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,376.615,376.615,376615.0,376615.0
,,,200.701.007,184.930.285,200701007.0,184930285.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sáng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sáng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sáng để bán,(5.115),(12.475),-5115.0,-12475.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(5.115),(12.465),-5115.0,-12465.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,(10),,-10.0
,,,(5.115),(12.475),-5115.0,-12475.0
,,,200.695.892,184.917.810,200695892.0,184917810.0
