row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
"Các khoản thu, chỉ hộ các tổ chức khác","Các khoản thu, chỉ hộ các tổ chức khác","Các khoản thu, chỉ hộ các tổ chức khác",-,2.119.263,,2119263.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,68.803,73.896,68803.0,73896.0
Thuế TNDN phải trả (Thuyết minh 32),Thuế TNDN phải trả (Thuyết minh 32),Thuế TNDN phải trả (Thuyết minh 32),4.236.873,3.278.554,4236873.0,3278554.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.873.051,2.092.743,1873051.0,2092743.0
Phải trả thuế khác,Phải trả thuế khác,Phải trả thuế khác,232.146,226.971,232146.0,226971.0
Thanh toán giữa các tổ chức tín dụng,Thanh toán giữa các tổ chức tín dụng,Thanh toán giữa các tổ chức tín dụng,-,527.228,,527228.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,432.789,158.205,432789.0,158205.0
Phải trả liên quan đến hoạt động tài trợ thương mại,Phải trả liên quan đến hoạt động tài trợ thương mại,Phải trả liên quan đến hoạt động tài trợ thương mại,6.000,6.000,6000.0,6000.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,2.700.344,938.944,2700344.0,938944.0
Tạm ứng nhận được liên quan đến hoạt động bán nợ,Tạm ứng nhận được liên quan đến hoạt động bán nợ,Tạm ứng nhận được liên quan đến hoạt động bán nợ,119.162,129.972,119162.0,129972.0
Phải trả khác,Phải trả khác,Phải trả khác,68.069,68.068,68069.0,68068.0
,,,9.737.237,9.619.844,9737237.0,9619844.0
