row_label_raw,row_label_full,Tên,Mối quan hệ,numeric__Mối quan hệ
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Đại diện của chủ sở hữu,
"The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.",Cổ đông chiến lược,
Công ty Cho thuê tài chính TNHH MTV Ngân hàng TMPC Công thương Việt Nam,Công ty Cho thuê tài chính TNHH MTV Ngân hàng TMPC Công thương Việt Nam,Công ty Cho thuê tài chính TNHH MTV Ngân hàng TMPC Công thương Việt Nam,Công ty con,
Công ty Cổ phần Chứng khoán VietinBank,Công ty Cổ phần Chứng khoán VietinBank,Công ty Cổ phần Chứng khoán VietinBank,Công ty con,
Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân hàng TMPC Công thương Việt Nam,Công ty con,
Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMPC Công thương Việt Nam,Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMPC Công thương Việt Nam,Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMPC Công thương Việt Nam,Công ty con,
Công ty TNHH MTV Quản lý Quỹ Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Quản lý Quỹ Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Quản lý Quỹ Ngân hàng TMPC Công thương Việt Nam,Công ty con,
Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng TMPC Công thương Việt Nam,Công ty con,
Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMPC Công thương Việt Nam,Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMPC Công thương Việt Nam,Công ty con,
Ngân hàng TNHH Công thương Việt Nam tại Lào Ngân hàng TNHH Indovina,Ngân hàng TNHH Công thương Việt Nam tại Lào Ngân hàng TNHH Indovina,Ngân hàng TNHH Công thương Việt Nam tại Lào Ngân hàng TNHH Indovina,Công ty con,
"Hội đồng Quản trị, Ban Kiểm soát, Ban Điều hành và Kế toán trưởng","Hội đồng Quản trị, Ban Kiểm soát, Ban Điều hành và Kế toán trưởng","Hội đồng Quản trị, Ban Kiểm soát, Ban Điều hành và Kế toán trưởng",Công ty liên doanh,
,,,Nhân sự quản lý chủ chốt,
